season;year;month;day;hour;hour_sin;hour_cos;prev_temp;value
4;1946;1;27;14;-0.4999999999999997;-0.8660254037844388;-9.7;-2.6
4;1946;1;27;21;-0.7071067811865477;0.7071067811865474;-2.6;-7.3
4;1946;1;28;7;0.9659258262890683;-0.25881904510252063;-7.3;-8.8
4;1946;1;28;14;-0.4999999999999997;-0.8660254037844388;-8.8;-4.4
4;1946;1;28;21;-0.7071067811865477;0.7071067811865474;-4.4;-2.0
4;1946;1;29;7;0.9659258262890683;-0.25881904510252063;-2.0;-2.0
4;1946;1;29;14;-0.4999999999999997;-0.8660254037844388;-2.0;1.1
4;1946;1;29;21;-0.7071067811865477;0.7071067811865474;1.1;3.5
4;1946;1;30;7;0.9659258262890683;-0.25881904510252063;3.5;-3.9
4;1946;1;30;14;-0.4999999999999997;-0.8660254037844388;-3.9;6.1
4;1946;1;30;21;-0.7071067811865477;0.7071067811865474;6.1;1.7
4;1946;1;31;7;0.9659258262890683;-0.25881904510252063;1.7;1.0
4;1946;1;31;14;-0.4999999999999997;-0.8660254037844388;1.0;0.0
4;1946;1;31;21;-0.7071067811865477;0.7071067811865474;0.0;0.0
4;1946;2;1;7;0.9659258262890683;-0.25881904510252063;0.0;0.0
4;1946;2;1;14;-0.4999999999999997;-0.8660254037844388;0.0;7.7
4;1946;2;1;21;-0.7071067811865477;0.7071067811865474;7.7;7.1
4;1946;2;2;7;0.9659258262890683;-0.25881904510252063;7.1;0.3
4;1946;2;2;14;-0.4999999999999997;-0.8660254037844388;0.3;9.0
4;1946;2;2;21;-0.7071067811865477;0.7071067811865474;9.0;5.5
4;1946;2;3;7;0.9659258262890683;-0.25881904510252063;5.5;0.5
4;1946;2;3;14;-0.4999999999999997;-0.8660254037844388;0.5;9.2
4;1946;2;3;21;-0.7071067811865477;0.7071067811865474;9.2;2.7
4;1946;2;4;7;0.9659258262890683;-0.25881904510252063;2.7;9.3
4;1946;2;4;14;-0.4999999999999997;-0.8660254037844388;9.3;10.3
4;1946;2;4;21;-0.7071067811865477;0.7071067811865474;10.3;11.0
4;1946;2;5;7;0.9659258262890683;-0.25881904510252063;11.0;4.2
4;1946;2;5;14;-0.4999999999999997;-0.8660254037844388;4.2;7.0
4;1946;2;5;21;-0.7071067811865477;0.7071067811865474;7.0;5.1
4;1946;2;6;7;0.9659258262890683;-0.25881904510252063;5.1;4.1
4;1946;2;6;14;-0.4999999999999997;-0.8660254037844388;4.1;6.9
4;1946;2;6;21;-0.7071067811865477;0.7071067811865474;6.9;3.1
4;1946;2;7;7;0.9659258262890683;-0.25881904510252063;3.1;4.3
4;1946;2;7;14;-0.4999999999999997;-0.8660254037844388;4.3;6.2
4;1946;2;7;21;-0.7071067811865477;0.7071067811865474;6.2;6.2
4;1946;2;8;7;0.9659258262890683;-0.25881904510252063;6.2;9.0
4;1946;2;8;14;-0.4999999999999997;-0.8660254037844388;9.0;11.8
4;1946;2;8;21;-0.7071067811865477;0.7071067811865474;11.8;8.9
4;1946;2;9;7;0.9659258262890683;-0.25881904510252063;8.9;6.5
4;1946;2;9;14;-0.4999999999999997;-0.8660254037844388;6.5;2.9
4;1946;2;9;21;-0.7071067811865477;0.7071067811865474;2.9;1.0
4;1946;2;10;7;0.9659258262890683;-0.25881904510252063;1.0;-0.8
4;1946;2;10;14;-0.4999999999999997;-0.8660254037844388;-0.8;1.3
4;1946;2;10;21;-0.7071067811865477;0.7071067811865474;1.3;0.7
4;1946;2;11;7;0.9659258262890683;-0.25881904510252063;0.7;2.0
4;1946;2;11;14;-0.4999999999999997;-0.8660254037844388;2.0;4.3
4;1946;2;11;21;-0.7071067811865477;0.7071067811865474;4.3;3.4
4;1946;2;12;7;0.9659258262890683;-0.25881904510252063;3.4;3.1
4;1946;2;12;14;-0.4999999999999997;-0.8660254037844388;3.1;0.0
4;1946;2;12;21;-0.7071067811865477;0.7071067811865474;0.0;-0.4
4;1946;2;13;7;0.9659258262890683;-0.25881904510252063;-0.4;-3.0
4;1946;2;13;14;-0.4999999999999997;-0.8660254037844388;-3.0;-0.9
4;1946;2;13;21;-0.7071067811865477;0.7071067811865474;-0.9;-2.0
4;1946;2;14;7;0.9659258262890683;-0.25881904510252063;-2.0;-2.8
4;1946;2;14;14;-0.4999999999999997;-0.8660254037844388;-2.8;0.0
4;1946;2;14;21;-0.7071067811865477;0.7071067811865474;0.0;-1.9
4;1946;2;15;7;0.9659258262890683;-0.25881904510252063;-1.9;-1.8
4;1946;2;15;14;-0.4999999999999997;-0.8660254037844388;-1.8;1.9
4;1946;2;15;21;-0.7071067811865477;0.7071067811865474;1.9;1.3
4;1946;2;16;7;0.9659258262890683;-0.25881904510252063;1.3;1.3
4;1946;2;16;14;-0.4999999999999997;-0.8660254037844388;1.3;4.3
4;1946;2;16;21;-0.7071067811865477;0.7071067811865474;4.3;2.9
4;1946;2;17;7;0.9659258262890683;-0.25881904510252063;2.9;2.0
4;1946;2;17;14;-0.4999999999999997;-0.8660254037844388;2.0;1.9
4;1946;2;17;21;-0.7071067811865477;0.7071067811865474;1.9;0.8
4;1946;2;18;7;0.9659258262890683;-0.25881904510252063;0.8;0.9
4;1946;2;18;14;-0.4999999999999997;-0.8660254037844388;0.9;4.1
4;1946;2;18;21;-0.7071067811865477;0.7071067811865474;4.1;3.2
4;1946;2;19;7;0.9659258262890683;-0.25881904510252063;3.2;3.0
4;1946;2;19;14;-0.4999999999999997;-0.8660254037844388;3.0;4.1
4;1946;2;19;21;-0.7071067811865477;0.7071067811865474;4.1;4.0
4;1946;2;20;7;0.9659258262890683;-0.25881904510252063;4.0;5.8
4;1946;2;20;14;-0.4999999999999997;-0.8660254037844388;5.8;0.0
4;1946;2;20;21;-0.7071067811865477;0.7071067811865474;0.0;-1.0
4;1946;2;21;7;0.9659258262890683;-0.25881904510252063;-1.0;-0.8
4;1946;2;21;14;-0.4999999999999997;-0.8660254037844388;-0.8;-0.3
4;1946;2;21;21;-0.7071067811865477;0.7071067811865474;-0.3;-2.8
4;1946;2;22;7;0.9659258262890683;-0.25881904510252063;-2.8;-3.0
4;1946;2;22;14;-0.4999999999999997;-0.8660254037844388;-3.0;-2.9
4;1946;2;22;21;-0.7071067811865477;0.7071067811865474;-2.9;-3.0
4;1946;2;23;7;0.9659258262890683;-0.25881904510252063;-3.0;-1.8
4;1946;2;23;14;-0.4999999999999997;-0.8660254037844388;-1.8;4.1
4;1946;2;23;21;-0.7071067811865477;0.7071067811865474;4.1;3.7
4;1946;2;24;7;0.9659258262890683;-0.25881904510252063;3.7;-1.5
4;1946;2;24;14;-0.4999999999999997;-0.8660254037844388;-1.5;0.2
4;1946;2;24;21;-0.7071067811865477;0.7071067811865474;0.2;-1.3
4;1946;2;25;7;0.9659258262890683;-0.25881904510252063;-1.3;-1.9
4;1946;2;25;14;-0.4999999999999997;-0.8660254037844388;-1.9;-1.9
4;1946;2;25;21;-0.7071067811865477;0.7071067811865474;-1.9;-2.4
4;1946;2;26;7;0.9659258262890683;-0.25881904510252063;-2.4;-2.0
4;1946;2;26;14;-0.4999999999999997;-0.8660254037844388;-2.0;1.8
4;1946;2;26;21;-0.7071067811865477;0.7071067811865474;1.8;0.4
4;1946;2;27;7;0.9659258262890683;-0.25881904510252063;0.4;1.8
4;1946;2;27;14;-0.4999999999999997;-0.8660254037844388;1.8;10.5
4;1946;2;27;21;-0.7071067811865477;0.7071067811865474;10.5;3.0
4;1946;2;28;7;0.9659258262890683;-0.25881904510252063;3.0;-2.0
4;1946;2;28;14;-0.4999999999999997;-0.8660254037844388;-2.0;10.0
4;1946;2;28;21;-0.7071067811865477;0.7071067811865474;10.0;3.1
1;1946;3;1;7;0.9659258262890683;-0.25881904510252063;3.1;1.1
1;1946;3;1;14;-0.4999999999999997;-0.8660254037844388;1.1;4.9
1;1946;3;1;21;-0.7071067811865477;0.7071067811865474;4.9;3.9
1;1946;3;2;7;0.9659258262890683;-0.25881904510252063;3.9;-1.1
1;1946;3;2;14;-0.4999999999999997;-0.8660254037844388;-1.1;0.9
1;1946;3;2;21;-0.7071067811865477;0.7071067811865474;0.9;1.9
1;1946;3;3;7;0.9659258262890683;-0.25881904510252063;1.9;-1.0
1;1946;3;3;14;-0.4999999999999997;-0.8660254037844388;-1.0;1.8
1;1946;3;3;21;-0.7071067811865477;0.7071067811865474;1.8;1.1
1;1946;3;4;7;0.9659258262890683;-0.25881904510252063;1.1;-0.9
1;1946;3;4;14;-0.4999999999999997;-0.8660254037844388;-0.9;3.1
1;1946;3;4;21;-0.7071067811865477;0.7071067811865474;3.1;2.1
1;1946;3;5;7;0.9659258262890683;-0.25881904510252063;2.1;0.3
1;1946;3;5;14;-0.4999999999999997;-0.8660254037844388;0.3;3.3
1;1946;3;5;21;-0.7071067811865477;0.7071067811865474;3.3;0.5
1;1946;3;6;7;0.9659258262890683;-0.25881904510252063;0.5;-2.3
1;1946;3;6;14;-0.4999999999999997;-0.8660254037844388;-2.3;7.7
1;1946;3;6;21;-0.7071067811865477;0.7071067811865474;7.7;2.0
1;1946;3;7;7;0.9659258262890683;-0.25881904510252063;2.0;-2.6
1;1946;3;7;14;-0.4999999999999997;-0.8660254037844388;-2.6;1.5
1;1946;3;7;21;-0.7071067811865477;0.7071067811865474;1.5;1.2
1;1946;3;8;7;0.9659258262890683;-0.25881904510252063;1.2;0.9
1;1946;3;8;14;-0.4999999999999997;-0.8660254037844388;0.9;4.0
1;1946;3;8;21;-0.7071067811865477;0.7071067811865474;4.0;3.1
1;1946;3;9;7;0.9659258262890683;-0.25881904510252063;3.1;1.7
1;1946;3;9;14;-0.4999999999999997;-0.8660254037844388;1.7;5.4
1;1946;3;9;21;-0.7071067811865477;0.7071067811865474;5.4;4.0
1;1946;3;10;7;0.9659258262890683;-0.25881904510252063;4.0;3.0
1;1946;3;10;14;-0.4999999999999997;-0.8660254037844388;3.0;8.8
1;1946;3;10;21;-0.7071067811865477;0.7071067811865474;8.8;5.4
1;1946;3;11;7;0.9659258262890683;-0.25881904510252063;5.4;3.8
1;1946;3;11;14;-0.4999999999999997;-0.8660254037844388;3.8;9.1
1;1946;3;11;21;-0.7071067811865477;0.7071067811865474;9.1;4.0
1;1946;3;12;7;0.9659258262890683;-0.25881904510252063;4.0;0.0
1;1946;3;12;14;-0.4999999999999997;-0.8660254037844388;0.0;9.2
1;1946;3;12;21;-0.7071067811865477;0.7071067811865474;9.2;3.0
1;1946;3;13;7;0.9659258262890683;-0.25881904510252063;3.0;-2.6
1;1946;3;13;14;-0.4999999999999997;-0.8660254037844388;-2.6;9.4
1;1946;3;13;21;-0.7071067811865477;0.7071067811865474;9.4;3.3
1;1946;3;14;7;0.9659258262890683;-0.25881904510252063;3.3;-0.3
1;1946;3;14;14;-0.4999999999999997;-0.8660254037844388;-0.3;6.2
1;1946;3;14;21;-0.7071067811865477;0.7071067811865474;6.2;3.9
1;1946;3;15;7;0.9659258262890683;-0.25881904510252063;3.9;2.2
1;1946;3;15;14;-0.4999999999999997;-0.8660254037844388;2.2;6.9
1;1946;3;15;21;-0.7071067811865477;0.7071067811865474;6.9;3.0
1;1946;3;16;7;0.9659258262890683;-0.25881904510252063;3.0;1.5
1;1946;3;16;14;-0.4999999999999997;-0.8660254037844388;1.5;4.0
1;1946;3;16;21;-0.7071067811865477;0.7071067811865474;4.0;2.1
1;1946;3;17;7;0.9659258262890683;-0.25881904510252063;2.1;0.0
1;1946;3;17;14;-0.4999999999999997;-0.8660254037844388;0.0;2.0
1;1946;3;17;21;-0.7071067811865477;0.7071067811865474;2.0;0.1
1;1946;3;18;7;0.9659258262890683;-0.25881904510252063;0.1;-2.6
1;1946;3;18;14;-0.4999999999999997;-0.8660254037844388;-2.6;5.5
1;1946;3;18;21;-0.7071067811865477;0.7071067811865474;5.5;-2.0
1;1946;3;19;7;0.9659258262890683;-0.25881904510252063;-2.0;-5.1
1;1946;3;19;14;-0.4999999999999997;-0.8660254037844388;-5.1;9.5
1;1946;3;19;21;-0.7071067811865477;0.7071067811865474;9.5;0.0
1;1946;3;20;7;0.9659258262890683;-0.25881904510252063;0.0;-2.9
1;1946;3;20;14;-0.4999999999999997;-0.8660254037844388;-2.9;12.1
1;1946;3;20;21;-0.7071067811865477;0.7071067811865474;12.1;2.8
1;1946;3;21;7;0.9659258262890683;-0.25881904510252063;2.8;2.1
1;1946;3;21;14;-0.4999999999999997;-0.8660254037844388;2.1;15.3
1;1946;3;21;21;-0.7071067811865477;0.7071067811865474;15.3;10.8
1;1946;3;22;7;0.9659258262890683;-0.25881904510252063;10.8;4.1
1;1946;3;22;14;-0.4999999999999997;-0.8660254037844388;4.1;19.9
1;1946;3;22;21;-0.7071067811865477;0.7071067811865474;19.9;10.8
1;1946;3;23;7;0.9659258262890683;-0.25881904510252063;10.8;8.0
1;1946;3;23;14;-0.4999999999999997;-0.8660254037844388;8.0;13.5
1;1946;3;23;21;-0.7071067811865477;0.7071067811865474;13.5;7.6
1;1946;3;24;7;0.9659258262890683;-0.25881904510252063;7.6;2.0
1;1946;3;24;14;-0.4999999999999997;-0.8660254037844388;2.0;8.9
1;1946;3;24;21;-0.7071067811865477;0.7071067811865474;8.9;6.1
1;1946;3;25;7;0.9659258262890683;-0.25881904510252063;6.1;8.9
1;1946;3;25;14;-0.4999999999999997;-0.8660254037844388;8.9;10.1
1;1946;3;25;21;-0.7071067811865477;0.7071067811865474;10.1;8.8
1;1946;3;26;7;0.9659258262890683;-0.25881904510252063;8.8;7.0
1;1946;3;26;14;-0.4999999999999997;-0.8660254037844388;7.0;10.2
1;1946;3;26;21;-0.7071067811865477;0.7071067811865474;10.2;5.9
1;1946;3;27;7;0.9659258262890683;-0.25881904510252063;5.9;1.7
1;1946;3;27;14;-0.4999999999999997;-0.8660254037844388;1.7;10.3
1;1946;3;27;21;-0.7071067811865477;0.7071067811865474;10.3;5.5
1;1946;3;28;7;0.9659258262890683;-0.25881904510252063;5.5;0.1
1;1946;3;28;14;-0.4999999999999997;-0.8660254037844388;0.1;10.8
1;1946;3;28;21;-0.7071067811865477;0.7071067811865474;10.8;5.3
1;1946;3;29;7;0.9659258262890683;-0.25881904510252063;5.3;1.1
1;1946;3;29;14;-0.4999999999999997;-0.8660254037844388;1.1;14.8
1;1946;3;29;21;-0.7071067811865477;0.7071067811865474;14.8;6.0
1;1946;3;30;7;0.9659258262890683;-0.25881904510252063;6.0;2.5
1;1946;3;30;14;-0.4999999999999997;-0.8660254037844388;2.5;12.4
1;1946;3;30;21;-0.7071067811865477;0.7071067811865474;12.4;6.0
1;1946;3;31;7;0.9659258262890683;-0.25881904510252063;6.0;1.2
1;1946;3;31;14;-0.4999999999999997;-0.8660254037844388;1.2;19.3
1;1946;3;31;21;-0.7071067811865477;0.7071067811865474;19.3;8.0
1;1946;4;1;7;0.9659258262890683;-0.25881904510252063;8.0;2.9
1;1946;4;1;14;-0.4999999999999997;-0.8660254037844388;2.9;19.9
1;1946;4;1;21;-0.7071067811865477;0.7071067811865474;19.9;10.0
1;1946;4;2;7;0.9659258262890683;-0.25881904510252063;10.0;5.8
1;1946;4;2;14;-0.4999999999999997;-0.8660254037844388;5.8;18.2
1;1946;4;2;21;-0.7071067811865477;0.7071067811865474;18.2;6.9
1;1946;4;3;7;0.9659258262890683;-0.25881904510252063;6.9;4.9
1;1946;4;3;14;-0.4999999999999997;-0.8660254037844388;4.9;21.0
1;1946;4;3;21;-0.7071067811865477;0.7071067811865474;21.0;8.9
1;1946;4;4;7;0.9659258262890683;-0.25881904510252063;8.9;11.2
1;1946;4;4;14;-0.4999999999999997;-0.8660254037844388;11.2;20.3
1;1946;4;4;21;-0.7071067811865477;0.7071067811865474;20.3;10.0
1;1946;4;5;7;0.9659258262890683;-0.25881904510252063;10.0;9.3
1;1946;4;5;14;-0.4999999999999997;-0.8660254037844388;9.3;20.8
1;1946;4;5;21;-0.7071067811865477;0.7071067811865474;20.8;15.9
1;1946;4;6;7;0.9659258262890683;-0.25881904510252063;15.9;11.9
1;1946;4;6;14;-0.4999999999999997;-0.8660254037844388;11.9;17.0
1;1946;4;6;21;-0.7071067811865477;0.7071067811865474;17.0;6.9
1;1946;4;7;7;0.9659258262890683;-0.25881904510252063;6.9;2.9
1;1946;4;7;14;-0.4999999999999997;-0.8660254037844388;2.9;7.1
1;1946;4;7;21;-0.7071067811865477;0.7071067811865474;7.1;3.2
1;1946;4;8;7;0.9659258262890683;-0.25881904510252063;3.2;0.3
1;1946;4;8;14;-0.4999999999999997;-0.8660254037844388;0.3;15.0
1;1946;4;8;21;-0.7071067811865477;0.7071067811865474;15.0;7.1
1;1946;4;9;7;0.9659258262890683;-0.25881904510252063;7.1;9.7
1;1946;4;9;14;-0.4999999999999997;-0.8660254037844388;9.7;15.5
1;1946;4;9;21;-0.7071067811865477;0.7071067811865474;15.5;10.7
1;1946;4;10;7;0.9659258262890683;-0.25881904510252063;10.7;6.8
1;1946;4;10;14;-0.4999999999999997;-0.8660254037844388;6.8;7.1
1;1946;4;10;21;-0.7071067811865477;0.7071067811865474;7.1;4.9
1;1946;4;11;7;0.9659258262890683;-0.25881904510252063;4.9;1.0
1;1946;4;11;14;-0.4999999999999997;-0.8660254037844388;1.0;7.7
1;1946;4;11;21;-0.7071067811865477;0.7071067811865474;7.7;1.1
1;1946;4;12;7;0.9659258262890683;-0.25881904510252063;1.1;2.3
1;1946;4;12;14;-0.4999999999999997;-0.8660254037844388;2.3;13.5
1;1946;4;12;21;-0.7071067811865477;0.7071067811865474;13.5;9.0
1;1946;4;13;7;0.9659258262890683;-0.25881904510252063;9.0;2.2
1;1946;4;13;14;-0.4999999999999997;-0.8660254037844388;2.2;17.8
1;1946;4;13;21;-0.7071067811865477;0.7071067811865474;17.8;9.0
1;1946;4;14;7;0.9659258262890683;-0.25881904510252063;9.0;2.2
1;1946;4;14;14;-0.4999999999999997;-0.8660254037844388;2.2;15.5
1;1946;4;14;21;-0.7071067811865477;0.7071067811865474;15.5;10.2
1;1946;4;15;7;0.9659258262890683;-0.25881904510252063;10.2;4.0
1;1946;4;15;14;-0.4999999999999997;-0.8660254037844388;4.0;18.9
1;1946;4;15;21;-0.7071067811865477;0.7071067811865474;18.9;16.1
1;1946;4;16;7;0.9659258262890683;-0.25881904510252063;16.1;4.8
1;1946;4;16;14;-0.4999999999999997;-0.8660254037844388;4.8;21.0
1;1946;4;16;21;-0.7071067811865477;0.7071067811865474;21.0;12.5
1;1946;4;17;7;0.9659258262890683;-0.25881904510252063;12.5;6.1
1;1946;4;17;14;-0.4999999999999997;-0.8660254037844388;6.1;20.5
1;1946;4;17;21;-0.7071067811865477;0.7071067811865474;20.5;14.3
1;1946;4;18;7;0.9659258262890683;-0.25881904510252063;14.3;6.9
1;1946;4;18;14;-0.4999999999999997;-0.8660254037844388;6.9;19.4
1;1946;4;18;21;-0.7071067811865477;0.7071067811865474;19.4;12.0
1;1946;4;19;7;0.9659258262890683;-0.25881904510252063;12.0;10.9
1;1946;4;19;14;-0.4999999999999997;-0.8660254037844388;10.9;5.9
1;1946;4;19;21;-0.7071067811865477;0.7071067811865474;5.9;3.4
1;1946;4;20;7;0.9659258262890683;-0.25881904510252063;3.4;0.0
1;1946;4;20;14;-0.4999999999999997;-0.8660254037844388;0.0;10.6
1;1946;4;20;21;-0.7071067811865477;0.7071067811865474;10.6;8.7
1;1946;4;21;7;0.9659258262890683;-0.25881904510252063;8.7;-0.3
1;1946;4;21;14;-0.4999999999999997;-0.8660254037844388;-0.3;13.3
1;1946;4;21;21;-0.7071067811865477;0.7071067811865474;13.3;9.2
1;1946;4;22;7;0.9659258262890683;-0.25881904510252063;9.2;2.1
1;1946;4;22;14;-0.4999999999999997;-0.8660254037844388;2.1;17.2
1;1946;4;22;21;-0.7071067811865477;0.7071067811865474;17.2;10.3
1;1946;4;23;7;0.9659258262890683;-0.25881904510252063;10.3;5.0
1;1946;4;23;14;-0.4999999999999997;-0.8660254037844388;5.0;9.2
1;1946;4;23;21;-0.7071067811865477;0.7071067811865474;9.2;5.8
1;1946;4;24;7;0.9659258262890683;-0.25881904510252063;5.8;1.1
1;1946;4;24;14;-0.4999999999999997;-0.8660254037844388;1.1;13.8
1;1946;4;24;21;-0.7071067811865477;0.7071067811865474;13.8;9.1
1;1946;4;25;7;0.9659258262890683;-0.25881904510252063;9.1;4.7
1;1946;4;25;14;-0.4999999999999997;-0.8660254037844388;4.7;18.2
1;1946;4;25;21;-0.7071067811865477;0.7071067811865474;18.2;13.0
1;1946;4;26;7;0.9659258262890683;-0.25881904510252063;13.0;4.6
1;1946;4;26;14;-0.4999999999999997;-0.8660254037844388;4.6;18.2
1;1946;4;26;21;-0.7071067811865477;0.7071067811865474;18.2;13.3
1;1946;4;27;7;0.9659258262890683;-0.25881904510252063;13.3;3.5
1;1946;4;27;14;-0.4999999999999997;-0.8660254037844388;3.5;21.2
1;1946;4;27;21;-0.7071067811865477;0.7071067811865474;21.2;12.0
1;1946;4;28;7;0.9659258262890683;-0.25881904510252063;12.0;11.0
1;1946;4;28;14;-0.4999999999999997;-0.8660254037844388;11.0;19.7
1;1946;4;28;21;-0.7071067811865477;0.7071067811865474;19.7;14.3
1;1946;4;29;7;0.9659258262890683;-0.25881904510252063;14.3;8.3
1;1946;4;29;14;-0.4999999999999997;-0.8660254037844388;8.3;19.0
1;1946;4;29;21;-0.7071067811865477;0.7071067811865474;19.0;10.5
