STATIONS_ID;MESS_DATUM;QN_6;  RS; RSF;SH_TAG;NSH_TAG;eor
       5516;19410301;    5;   0.7;   1;-999;-999;eor
       5516;19410302;    5;   5.1;   1;-999;-999;eor
       5516;19410303;    5;   2.1;   1;-999;-999;eor
       5516;19410304;    5;   5.3;   8;-999;-999;eor
       5516;19410305;    5;   5.1;   7;-999;-999;eor
       5516;19410306;    5;   0.0;   0;-999;-999;eor
       5516;19410307;    5;   0.0;   0;-999;-999;eor
       5516;19410308;    5;   0.0;   7;-999;-999;eor
       5516;19410309;    5;   7.7;   8;-999;-999;eor
       5516;19410310;    5;   0.1;   1;-999;-999;eor
       5516;19410311;    5;   0.0;   0;-999;-999;eor
       5516;19410312;    5;   0.0;   0;-999;-999;eor
       5516;19410313;    5;   0.0;   0;-999;-999;eor
       5516;19410314;    5;   0.0;   0;-999;-999;eor
       5516;19410315;    5;   0.0;   0;-999;-999;eor
       5516;19410316;    5;   0.0;   0;-999;-999;eor
       5516;19410317;    5;   0.0;   0;-999;-999;eor
       5516;19410318;    5;   0.0;   0;-999;-999;eor
       5516;19410319;    5;   0.0;   0;-999;-999;eor
       5516;19410320;    5;   0.0;   0;-999;-999;eor
       5516;19410321;    5;   1.8;   1;-999;-999;eor
       5516;19410322;    5;   0.0;   0;-999;-999;eor
       5516;19410323;    5;   0.0;   7;-999;-999;eor
       5516;19410324;    5;   0.1;   7;-999;-999;eor
       5516;19410325;    5;   0.9;   8;-999;-999;eor
       5516;19410326;    5;   0.0;   0;-999;-999;eor
       5516;19410327;    5;   0.0;   1;-999;-999;eor
       5516;19410328;    5;   8.5;   7;-999;-999;eor
       5516;19410329;    5;   0.0;   1;-999;-999;eor
       5516;19410330;    5;   0.1;   7;-999;-999;eor
       5516;19410331;    5;   0.0;   0;-999;-999;eor
       5516;19410401;    5;   0.0;   0;-999;-999;eor
       5516;19410402;    5;   0.0;   0;-999;-999;eor
       5516;19410403;    5;   0.4;   7;-999;-999;eor
       5516;19410404;    5;   1.0;   1;-999;-999;eor
       5516;19410405;    5;   7.4;   1;-999;-999;eor
       5516;19410406;    5;   0.3;   1;-999;-999;eor
       5516;19410407;    5;   0.0;   1;-999;-999;eor
       5516;19410408;    5;   0.0;   0;-999;-999;eor
       5516;19410409;    5;   0.0;   0;-999;-999;eor
       5516;19410410;    5;   0.0;   0;-999;-999;eor
       5516;19410411;    5;   0.0;   1;-999;-999;eor
       5516;19410412;    5;   2.5;   1;-999;-999;eor
       5516;19410413;    5;   2.1;   1;-999;-999;eor
       5516;19410414;    5;   2.9;   1;-999;-999;eor
       5516;19410415;    5;   0.4;   1;-999;-999;eor
       5516;19410416;    5;   0.0;   0;-999;-999;eor
       5516;19410417;    5;   0.0;   0;-999;-999;eor
       5516;19410418;    5;   0.0;   0;-999;-999;eor
       5516;19410419;    5;   3.0;   1;-999;-999;eor
       5516;19410420;    5;   0.3;   1;-999;-999;eor
       5516;19410421;    5;   0.1;   1;-999;-999;eor
       5516;19410422;    5;   0.0;   0;-999;-999;eor
       5516;19410423;    5;   0.0;   1;-999;-999;eor
       5516;19410424;    5;   0.0;   0;-999;-999;eor
       5516;19410425;    5;   0.0;   0;-999;-999;eor
       5516;19410426;    5;   0.0;   0;-999;-999;eor
       5516;19410427;    5;   2.2;   8;-999;-999;eor
       5516;19410428;    5;   0.6;   8;-999;-999;eor
       5516;19410429;    5;   0.0;   1;-999;-999;eor
       5516;19410430;    5;   0.0;   0;-999;-999;eor
       5516;19410501;    5;   0.0;   0;-999;-999;eor
       5516;19410502;    5;   0.0;   0;-999;-999;eor
       5516;19410503;    5;   0.2;   1;-999;-999;eor
       5516;19410504;    5;   1.5;   1;-999;-999;eor
       5516;19410505;    5;   0.0;   0;-999;-999;eor
       5516;19410506;    5;   3.6;   1;-999;-999;eor
       5516;19410507;    5;   2.0;   8;-999;-999;eor
       5516;19410508;    5;   0.0;   7;-999;-999;eor
       5516;19410509;    5;   0.0;   0;-999;-999;eor
       5516;19410510;    5;   0.0;   0;-999;-999;eor
       5516;19410511;    5;   0.0;   0;-999;-999;eor
       5516;19410512;    5;   0.0;   0;-999;-999;eor
       5516;19410513;    5;   0.0;   0;-999;-999;eor
       5516;19410514;    5;   0.0;   0;-999;-999;eor
       5516;19410515;    5;   0.0;   1;-999;-999;eor
       5516;19410516;    5;   0.0;   0;-999;-999;eor
       5516;19410517;    5;   0.0;   1;-999;-999;eor
