MESS_DATUM;N_TER;VK_TER;TT_TER;RF_TER;DK_TER;FK_TER
1950021421;2;6.0;2.8;94.0;30;2
1950021507;2;6.0;1.2;93.0;22;3
1950021514;8;6.0;3.7;89.0;16;2
1950021521;8;5.0;8.7;94.0;24;5
1950021607;8;5.0;8.2;95.0;24;7
1950021614;8;6.0;10.2;80.0;24;8
1950021621;7;6.0;9.4;78.0;24;4
1950021707;2;6.0;6.9;88.0;20;6
1950021714;1;7.0;11.2;67.0;20;5
1950021721;1;7.0;8.4;73.0;24;2
1950021807;3;5.0;7.2;82.0;20;2
1950021814;6;6.0;10.4;77.0;26;2
1950021821;7;6.0;6.7;90.0;2;1
1950021907;8;2.0;5.9;99.0;22;1
1950021914;5;6.0;6.9;79.0;28;2
1950021921;6;6.0;2.8;94.0;12;1
1950022007;8;2.0;3.3;98.0;12;3
1950022014;8;5.0;6.3;96.0;14;4
1950022021;8;2.0;6.2;97.0;12;1
1950022107;8;4.0;3.6;98.0;28;6
1950022114;8;6.0;2.4;92.0;28;7
1950022121;8;6.0;1.6;83.0;24;3
1950022207;2;6.0;-1.0;95.0;28;2
1950022214;7;7.0;4.9;71.0;28;5
1950022221;8;6.0;3.2;83.0;24;3
1950022307;4;6.0;0.7;91.0;20;3
1950022314;7;6.0;4.2;72.0;22;3
1950022321;8;5.0;3.5;79.0;24;1
1950022407;8;4.0;-0.3;98.0;28;2
1950022414;7;7.0;0.4;91.0;30;1
1950022421;1;6.0;-0.7;89.0;24;1
1950022507;8;3.0;-1.1;99.0;30;2
1950022514;8;3.0;-0.9;99.0;8;2
1950022521;8;6.0;-0.2;93.0;2;3
1950022607;6;7.0;-0.9;69.0;2;5
1950022614;5;8.0;0.9;84.0;32;5
1950022621;6;6.0;-1.2;67.0;32;2
1950022707;2;8.0;-1.8;71.0;32;2
1950022714;2;7.0;0.7;76.0;28;2
1950022721;0;7.0;-2.8;89.0;0;0
1950022807;2;1.0;-8.3;92.0;28;1
1950022814;3;1.0;-2.1;94.0;0;0
1950022821;8;1.0;-4.7;96.0;26;1
1950030107;8;1.0;-8.1;90.0;0;0
1950030114;8;6.0;-2.9;95.0;30;1
1950030121;8;2.0;-4.4;96.0;30;1
1950030207;8;3.0;-5.3;93.0;16;1
1950030214;8;5.0;-3.2;93.0;18;1
1950030221;5;6.0;-2.8;93.0;18;1
1950030307;6;5.0;-4.1;88.0;16;2
1950030314;8;5.0;1.0;78.0;16;2
1950030321;8;6.0;2.5;65.0;16;1
1950030407;8;1.0;1.9;100.0;24;1
1950030414;8;4.0;3.6;97.0;8;1
1950030421;7;4.0;2.7;97.0;20;1
1950030507;8;3.0;4.9;100.0;24;2
1950030514;5;6.0;8.1;94.0;24;3
1950030521;6;6.0;6.2;94.0;24;1
1950030607;8;1.0;4.5;98.0;24;2
1950030614;6;7.0;10.2;78.0;28;5
1950030621;1;5.0;5.4;93.0;24;1
1950030707;8;4.0;4.5;98.0;24;2
1950030714;8;4.0;7.0;91.0;24;2
1950030721;8;3.0;5.2;97.0;24;3
1950030807;8;1.0;2.8;100.0;24;2
1950030814;8;2.0;5.4;99.0;24;1
1950030821;8;1.0;3.8;100.0;8;1
1950030907;7;7.0;1.3;86.0;2;2
1950030914;7;7.0;3.4;80.0;12;1
1950030921;8;5.0;2.2;95.0;24;1
1950031007;8;5.0;1.3;97.0;4;3
1950031014;5;7.0;3.4;76.0;2;2
1950031021;1;6.0;0.8;81.0;24;2
1950031107;8;7.0;3.4;86.0;24;5
1950031114;8;5.0;4.8;93.0;24;4
1950031121;8;6.0;4.4;91.0;24;5
1950031207;1;7.0;2.3;74.0;28;7
1950031214;6;7.0;4.9;70.0;26;5
1950031221;1;7.0;1.8;77.0;28;5
1950031307;7;6.0;0.4;96.0;22;2
1950031314;6;7.0;0.6;97.0;28;2
1950031321;6;7.0;-0.5;85.0;28;2
1950031407;6;7.0;-3.0;93.0;16;1
1950031414;8;4.0;0.4;96.0;22;1
1950031421;1;6.0;0.2;96.0;28;1
1950031507;3;5.0;-0.3;94.0;22;1
1950031514;0;6.0;5.1;65.0;12;1
1950031521;1;6.0;2.8;84.0;12;2
1950031607;2;5.0;1.4;80.0;12;3
1950031614;1;6.0;8.9;70.0;12;5
1950031621;8;5.0;8.7;78.0;18;3
1950031707;6;7.0;7.8;85.0;16;2
1950031714;8;6.0;10.9;84.0;16;4
1950031721;8;6.0;9.6;90.0;16;1
1950031807;6;7.0;7.0;87.0;20;3
1950031814;1;7.0;13.1;56.0;20;3
1950031821;1;6.0;9.8;68.0;16;3
1950031907;5;6.0;7.1;71.0;14;5
1950031914;4;6.0;16.1;51.0;16;5
1950031921;4;6.0;9.5;74.0;24;1
1950032007;8;6.0;6.9;85.0;20;2
1950032014;6;8.0;11.1;60.0;22;2
1950032021;5;6.0;9.4;71.0;16;1
1950032107;5;6.0;6.2;84.0;16;1
1950032114;7;7.0;12.9;61.0;18;1
1950032121;2;6.0;8.4;85.0;24;1
1950032207;8;2.0;4.1;100.0;20;1
1950032214;8;5.0;7.6;93.0;20;1
1950032221;8;5.0;6.3;94.0;24;1
1950032307;8;1.0;4.1;99.0;20;1
1950032314;7;5.0;8.2;89.0;20;1
1950032321;5;6.0;8.6;87.0;16;1
1950032407;8;4.0;7.9;90.0;16;2
1950032414;8;4.0;11.1;94.0;18;1
1950032421;8;5.0;7.0;96.0;24;2
1950032507;8;6.0;5.0;97.0;30;3
1950032514;8;4.0;5.9;96.0;32;3
1950032521;8;1.0;5.2;100.0;32;1
1950032607;8;3.0;4.7;100.0;32;1
1950032614;7;6.0;8.8;84.0;2;1
1950032621;7;6.0;7.2;89.0;8;1
1950032707;6;5.0;5.4;92.0;0;0
1950032714;8;6.0;7.8;80.0;26;4
1950032721;0;7.0;4.3;92.0;26;3
1950032807;3;5.0;1.2;98.0;26;2
1950032814;1;8.0;8.4;61.0;0;0
1950032821;6;8.0;4.4;84.0;0;0
1950032907;6;7.0;2.1;90.0;24;3
1950032914;6;7.0;7.6;60.0;28;3
1950032921;7;7.0;4.6;91.0;24;2
1950033007;8;7.0;4.1;85.0;28;1
1950033014;4;8.0;7.5;61.0;28;2
1950033021;4;8.0;4.8;84.0;28;3
1950033107;8;2.0;4.2;100.0;24;2
1950033114;8;8.0;8.6;71.0;24;4
1950033121;8;5.0;6.6;88.0;24;2
1950040107;8;5.0;6.3;90.0;20;2
1950040114;7;6.0;9.4;77.0;24;5
1950040121;8;7.0;7.4;86.0;24;1
1950040207;8;4.0;8.3;95.0;18;7
1950040214;8;6.0;5.2;81.0;28;7
1950040221;2;8.0;4.5;90.0;4;1
1950040307;7;6.0;4.6;96.0;20;2
1950040314;7;7.0;9.1;65.0;20;2
1950040321;0;8.0;4.6;91.0;24;3
1950040407;3;5.0;4.4;97.0;24;2
1950040414;5;8.0;7.9;65.0;26;6
1950040421;2;8.0;4.0;88.0;24;2
1950040507;5;6.0;3.8;97.0;20;2
1950040514;5;8.0;7.8;72.0;24;3
1950040521;4;8.0;3.8;97.0;0;0
1950040607;7;6.0;4.3;92.0;28;3
1950040614;8;6.0;6.2;89.0;28;2
1950040621;5;7.0;5.1;90.0;28;1
1950040707;8;0.0;0.9;100.0;32;2
1950040714;2;6.0;8.4;67.0;14;1
1950040721;2;7.0;4.4;94.0;10;3
1950040807;5;6.0;6.0;74.0;16;3
1950040814;8;7.0;13.0;57.0;16;5
1950040821;8;7.0;11.4;75.0;28;1
1950040907;8;6.0;10.3;77.0;20;5
1950040914;6;7.0;8.5;61.0;24;7
1950040921;8;5.0;5.0;91.0;24;2
1950041007;7;6.0;4.9;93.0;22;3
1950041014;4;7.0;7.6;66.0;24;5
1950041021;8;5.0;4.2;93.0;20;9
1950041107;8;6.0;5.3;69.0;26;8
1950041114;5;7.0;4.7;87.0;24;7
1950041121;6;7.0;4.8;87.0;24;2
1950041207;8;7.0;4.8;91.0;20;4
1950041214;8;6.0;5.8;87.0;28;4
1950041221;2;6.0;4.9;87.0;12;1
1950041307;8;5.0;3.7;95.0;16;1
1950041314;3;7.0;8.5;58.0;20;1
1950041321;1;6.0;5.6;82.0;24;1
1950041407;3;6.0;3.8;92.0;22;1
1950041414;4;8.0;9.5;50.0;20;1
1950041421;1;6.0;5.4;74.0;24;1
1950041507;2;6.0;4.4;91.0;10;1
1950041514;8;7.0;8.6;61.0;2;3
1950041521;8;7.0;6.8;74.0;2;2
1950041607;8;6.0;3.7;97.0;32;6
1950041614;8;4.0;5.2;99.0;2;4
1950041621;8;5.0;4.4;99.0;26;3
1950041707;5;6.0;5.2;91.0;24;3
1950041714;4;7.0;9.8;57.0;24;3
1950041721;8;6.0;6.0;89.0;0;0
1950041807;6;6.0;5.5;82.0;16;1
1950041814;0;6.0;11.4;49.0;14;2
1950041821;2;6.0;7.7;71.0;10;1
1950041907;2;6.0;6.2;78.0;12;1
1950041914;1;7.0;13.9;46.0;4;2
1950041921;2;6.0;8.9;62.0;8;1
1950042007;0;6.0;7.4;83.0;4;1
1950042014;5;6.0;13.1;60.0;4;2
1950042021;1;6.0;8.4;75.0;8;1
1950042107;8;6.0;5.9;97.0;2;2
1950042114;6;7.0;9.4;81.0;2;2
1950042121;8;5.0;7.1;97.0;4;1
1950042207;8;6.0;7.6;93.0;2;3
1950042214;8;6.0;9.8;88.0;2;2
1950042221;5;6.0;10.0;78.0;20;1
1950042307;6;7.0;6.4;88.0;28;4
1950042314;4;7.0;10.7;55.0;28;2
1950042321;1;7.0;7.0;85.0;24;3
1950042407;7;7.0;4.8;91.0;28;2
1950042414;6;6.0;10.0;71.0;14;2
1950042421;8;5.0;7.1;96.0;0;0
1950042507;6;7.0;4.6;78.0;16;5
1950042514;6;6.0;6.9;64.0;22;5
1950042521;2;7.0;4.1;75.0;20;1
1950042607;2;7.0;3.3;71.0;30;1
1950042614;6;7.0;8.1;58.0;12;4
1950042621;8;7.0;10.2;53.0;16;6
1950042707;6;6.0;6.0;78.0;14;5
1950042714;8;6.0;6.1;86.0;12;4
1950042721;7;6.0;4.4;97.0;16;1
1950042807;6;7.0;5.0;90.0;20;2
1950042814;6;7.0;5.4;96.0;18;5
1950042821;2;7.0;4.2;90.0;24;3
1950042907;6;7.0;1.8;97.0;22;3
1950042914;2;7.0;8.7;64.0;26;6
1950042921;1;7.0;4.0;80.0;24;1
1950043007;1;6.0;5.0;80.0;20;2
1950043014;8;6.0;11.9;59.0;18;1
1950043021;8;5.0;10.8;89.0;0;0
1950050107;2;5.0;10.9;85.0;20;1
1950050114;3;7.0;19.4;52.0;16;1
1950050121;2;6.0;16.8;63.0;20;1
1950050207;3;6.0;13.1;75.0;14;2
1950050214;8;5.0;14.4;84.0;28;1
1950050221;3;6.0;10.2;88.0;8;1
1950050307;6;6.0;10.1;86.0;22;1
1950050314;7;6.0;12.4;70.0;28;1
1950050321;6;6.0;10.4;97.0;12;1
1950050407;6;5.0;9.9;93.0;0;0
1950050414;8;6.0;13.8;57.0;12;2
1950050421;8;6.0;10.4;89.0;26;1
