date;coverage;range;temp;humidity;wind_dir;wind_str;original
2019-01-01;0.0;0.0;7.1;77.0;0.0;0.0;True
2019-01-01;0.0;0.0;6.6;74.0;0.0;0.0;True
2019-01-01;0.0;0.0;4.7;61.0;0.0;0.0;True
2019-01-02;0.0;0.0;2.4;64.0;0.0;0.0;True
2019-01-02;0.0;0.0;4.3;53.0;0.0;0.0;True
2019-01-02;0.0;0.0;0.2;70.0;0.0;0.0;True
2019-01-03;0.0;0.0;-0.1;95.0;0.0;0.0;True
2019-01-03;0.0;0.0;2.2;74.0;0.0;0.0;True
2019-01-03;0.0;0.0;-0.3;85.0;0.0;0.0;True
2019-01-04;0.0;0.0;4.1;94.0;0.0;0.0;True
2019-01-04;0.0;0.0;5.8;91.0;0.0;0.0;True
2019-01-04;0.0;0.0;6.6;94.0;0.0;0.0;True
2019-01-05;0.0;0.0;7.1;97.0;0.0;0.0;True
2019-01-05;0.0;0.0;7.6;94.0;0.0;0.0;True
2019-01-05;0.0;0.0;5.7;98.0;0.0;0.0;True
2019-01-06;0.0;0.0;5.3;100.0;0.0;0.0;True
2019-01-06;0.0;0.0;6.6;97.0;0.0;0.0;True
2019-01-06;0.0;0.0;6.3;94.0;0.0;0.0;True
2019-01-07;0.0;0.0;5.7;98.0;0.0;0.0;True
2019-01-07;0.0;0.0;6.5;87.0;0.0;0.0;True
2019-01-07;0.0;0.0;6.9;97.0;0.0;0.0;True
2019-01-08;0.0;0.0;6.5;92.0;0.0;0.0;True
2019-01-08;0.0;0.0;5.1;90.0;0.0;0.0;True
2019-01-08;0.0;0.0;3.7;75.0;0.0;0.0;True
2019-01-09;0.0;0.0;2.2;71.0;0.0;0.0;True
2019-01-09;0.0;0.0;3.1;67.0;0.0;0.0;True
2019-01-09;0.0;0.0;1.0;77.0;0.0;0.0;True
2019-01-10;0.0;0.0;-1.3;91.0;0.0;0.0;True
2019-01-10;0.0;0.0;1.0;88.0;0.0;0.0;True
2019-01-10;0.0;0.0;2.7;96.0;0.0;0.0;True
2019-01-11;0.0;0.0;5.8;97.0;0.0;0.0;True
2019-01-11;0.0;0.0;7.1;90.0;0.0;0.0;True
2019-01-11;0.0;0.0;5.1;86.0;0.0;0.0;True
2019-01-12;0.0;0.0;5.6;95.0;0.0;0.0;True
2019-01-12;0.0;0.0;6.5;94.0;0.0;0.0;True
2019-01-12;0.0;0.0;6.2;92.0;0.0;0.0;True
2019-01-13;0.0;0.0;6.3;96.0;0.0;0.0;True
2019-01-13;0.0;0.0;7.9;94.0;0.0;0.0;True
2019-01-13;0.0;0.0;6.8;81.0;0.0;0.0;True
2019-01-14;0.0;0.0;1.6;72.0;0.0;0.0;True
2019-01-14;0.0;0.0;2.0;72.0;0.0;0.0;True
2019-01-14;0.0;0.0;1.8;77.0;0.0;0.0;True
2019-01-15;0.0;0.0;5.0;89.0;0.0;0.0;True
2019-01-15;0.0;0.0;6.7;95.0;0.0;0.0;True
2019-01-15;0.0;0.0;7.0;96.0;0.0;0.0;True
2019-01-16;0.0;0.0;6.4;94.0;0.0;0.0;True
2019-01-16;0.0;0.0;6.9;94.0;0.0;0.0;True
2019-01-16;0.0;0.0;5.7;95.0;0.0;0.0;True
2019-01-17;0.0;0.0;4.9;85.0;0.0;0.0;True
2019-01-17;0.0;0.0;4.5;87.0;0.0;0.0;True
2019-01-17;0.0;0.0;-0.1;94.0;0.0;0.0;True
2019-01-18;0.0;0.0;-2.1;82.0;0.0;0.0;True
2019-01-18;0.0;0.0;3.2;78.0;0.0;0.0;True
2019-01-18;0.0;0.0;1.7;91.0;0.0;0.0;True
2019-01-19;0.0;0.0;1.2;98.0;0.0;0.0;True
2019-01-19;0.0;0.0;1.2;83.0;0.0;0.0;True
2019-01-19;0.0;0.0;-2.5;87.0;0.0;0.0;True
2019-01-20;0.0;0.0;-3.1;92.0;0.0;0.0;True
2019-01-20;0.0;0.0;1.5;77.0;0.0;0.0;True
2019-01-20;0.0;0.0;-0.8;88.0;0.0;0.0;True
2019-01-21;0.0;0.0;-0.4;90.0;0.0;0.0;True
2019-01-21;0.0;0.0;5.0;78.0;0.0;0.0;True
2019-01-21;0.0;0.0;1.4;90.0;0.0;0.0;True
2019-01-22;0.0;0.0;-0.4;93.0;0.0;0.0;True
2019-01-22;0.0;0.0;0.4;77.0;0.0;0.0;True
2019-01-22;0.0;0.0;-1.5;73.0;0.0;0.0;True
2019-01-23;0.0;0.0;-5.7;90.0;0.0;0.0;True
2019-01-23;0.0;0.0;-3.7;84.0;0.0;0.0;True
2019-01-23;0.0;0.0;-4.4;84.0;0.0;0.0;True
2019-01-24;0.0;0.0;-7.0;91.0;0.0;0.0;True
2019-01-24;0.0;0.0;-4.6;75.0;0.0;0.0;True
2019-01-24;0.0;0.0;-4.9;74.0;0.0;0.0;True
2019-01-25;0.0;0.0;-4.1;77.0;0.0;0.0;True
2019-01-25;0.0;0.0;-2.5;70.0;0.0;0.0;True
2019-01-25;0.0;0.0;-4.3;85.0;0.0;0.0;True
2019-01-26;0.0;0.0;3.4;90.0;0.0;0.0;True
2019-01-26;0.0;0.0;3.9;95.0;0.0;0.0;True
2019-01-26;0.0;0.0;3.3;98.0;0.0;0.0;True
2019-01-27;0.0;0.0;4.7;96.0;0.0;0.0;True
2019-01-27;0.0;0.0;5.0;96.0;0.0;0.0;True
2019-01-27;0.0;0.0;4.1;99.0;0.0;0.0;True
2019-01-28;0.0;0.0;1.2;96.0;0.0;0.0;True
2019-01-28;0.0;0.0;3.7;90.0;0.0;0.0;True
