date;season;prev_temp;prev_hum;temp;humidity;coverage;range;wind_dir;wind_str;prec
010100;4.0;9.5;79.0;4.7;93.0;8;8.0;4;2;0.0
010106;4.0;2.519047619047619;91.0952380952381;1.5857142857142859;94.42857142857143;7;5.380952380952381;18;2;1.5190476190476192
010107;4.0;0.503448275862069;87.17241379310344;-0.42068965517241386;88.6896551724138;7;6.172413793103448;20;2;1.0172413793103448
010112;4.0;1.5857142857142859;94.42857142857143;3.5476190476190474;84.19047619047619;7;6.619047619047619;20;2;1.5190476190476192
010114;4.0;-0.42068965517241386;88.6896551724138;1.5448275862068965;81.34482758620689;6;6.517241379310345;19;2;1.0172413793103448
010118;4.0;3.5476190476190474;84.19047619047619;2.3523809523809525;89.19047619047619;7;6.809523809523809;24;2;1.5190476190476192
010121;4.0;1.5448275862068965;81.34482758620689;0.23793103448275865;87.0;6;6.620689655172414;20;2;1.0172413793103448
010200;4.0;2.8;100.0;0.3;100.0;8;1.0;24;1;0.0
010206;4.0;2.2333333333333334;89.19047619047619;0.8999999999999999;90.42857142857143;7;6.380952380952381;19;2;2.3857142857142857
010207;4.0;0.23793103448275865;87.0;-0.506896551724138;90.58620689655173;6;6.103448275862069;16;2;1.9413793103448276
010212;4.0;0.8999999999999999;90.42857142857143;2.7428571428571424;83.66666666666667;7;7.095238095238095;18;2;2.3857142857142857
010214;4.0;-0.506896551724138;90.58620689655173;2.3689655172413793;80.37931034482759;6;7.0344827586206895;16;2;1.9413793103448276
010218;4.0;2.7428571428571424;83.66666666666667;1.6952380952380952;84.0952380952381;6;7.333333333333333;19;2;2.3857142857142857
010221;4.0;2.3689655172413793;80.37931034482759;1.0344827586206897;89.82758620689656;7;6.620689655172414;18;2;1.9413793103448276
010300;4.0;4.0;90.0;10.3;71.0;8;9.0;24;3;0.3
010306;4.0;1.9952380952380955;83.19047619047619;0.2619047619047619;89.0952380952381;6;7.095238095238095;20;2;1.8571428571428572
010307;4.0;1.0344827586206897;89.82758620689656;0.6344827586206896;88.20689655172414;7;6.620689655172414;21;2;1.3517241379310345
010312;4.0;0.2619047619047619;89.0952380952381;2.966666666666667;73.85714285714286;6;7.619047619047619;23;2;1.8571428571428572
010314;4.0;0.6344827586206896;88.20689655172414;3.0172413793103448;73.17241379310344;6;7.275862068965517;18;2;1.3517241379310345
010318;4.0;2.966666666666667;73.85714285714286;2.0666666666666664;79.76190476190476;6;7.904761904761905;20;2;1.8571428571428572
010321;4.0;3.0172413793103448;73.17241379310344;0.5586206896551725;87.96551724137932;6;6.827586206896552;19;2;1.3517241379310345
010400;4.0;9.2;74.0;9.3;71.0;8;9.0;24;2;10.0
010406;4.0;2.0714285714285716;79.61904761904762;0.861904761904762;85.52380952380952;7;7.142857142857143;19;2;1.7952380952380953
010407;4.0;0.5586206896551725;87.96551724137932;-0.062068965517241344;85.93103448275862;7;6.689655172413793;19;2;2.2517241379310344
010412;4.0;0.861904761904762;85.52380952380952;2.7285714285714286;77.0952380952381;7;7.523809523809524;21;2;1.7952380952380953
010414;4.0;-0.062068965517241344;85.93103448275862;2.213793103448276;75.37931034482759;6;7.0344827586206895;17;2;2.2517241379310344
010418;4.0;2.7285714285714286;77.0952380952381;1.980952380952381;83.19047619047619;6;7.619047619047619;20;2;1.7952380952380953
010421;4.0;2.213793103448276;75.37931034482759;0.5379310344827586;86.24137931034483;7;6.724137931034483;17;2;2.2517241379310344
010500;4.0;11.3;74.0;3.7;92.0;7;7.0;24;2;0.5
010506;4.0;1.619047619047619;84.04761904761905;0.48571428571428565;85.47619047619048;7;7.0476190476190474;23;2;2.3857142857142857
010507;4.0;0.5379310344827586;86.24137931034483;-0.07931034482758616;89.0;7;6.482758620689655;19;2;2.075862068965517
010512;4.0;0.48571428571428565;85.47619047619048;2.238095238095238;78.76190476190476;7;7.142857142857143;20;2;2.3857142857142857
010514;4.0;-0.07931034482758616;89.0;2.475862068965517;75.24137931034483;7;7.172413793103448;17;2;2.075862068965517
010518;4.0;2.238095238095238;78.76190476190476;1.2095238095238094;84.47619047619048;5;7.571428571428571;18;2;2.3857142857142857
010521;4.0;2.475862068965517;75.24137931034483;0.893103448275862;84.79310344827586;6;6.9655172413793105;19;2;2.075862068965517
010600;4.0;0.6;71.0;0.4;80.0;7;7.0;24;2;0.8
010606;4.0;1.2;84.9047619047619;0.13333333333333336;91.9047619047619;8;5.9523809523809526;19;2;1.2523809523809524
010607;4.0;0.893103448275862;84.79310344827586;0.11034482758620696;91.37931034482759;7;6.482758620689655;18;2;1.5931034482758621
010612;4.0;0.13333333333333336;91.9047619047619;2.2904761904761903;81.23809523809524;7;6.761904761904762;18;2;1.2523809523809524
010614;4.0;0.11034482758620696;91.37931034482759;2.7344827586206897;80.89655172413794;7;6.896551724137931;17;2;1.5931034482758621
010618;4.0;2.2904761904761903;81.23809523809524;1.1523809523809523;87.85714285714286;7;6.857142857142857;16;2;1.2523809523809524
010621;4.0;2.7344827586206897;80.89655172413794;0.4827586206896552;90.20689655172414;7;6.758620689655173;19;1;1.5931034482758621
010700;4.0;-0.5;94.0;-0.2;94.0;8;7.0;8;1;1.4
010706;4.0;1.1666666666666667;87.85714285714286;0.5476190476190477;90.76190476190476;7;6.428571428571429;16;2;0.9761904761904762
010707;4.0;0.4827586206896552;90.20689655172414;-0.1827586206896552;90.41379310344827;7;6.310344827586207;16;1;1.4655172413793103
010712;4.0;0.5476190476190477;90.76190476190476;2.9761904761904763;81.28571428571429;7;7.095238095238095;17;2;0.9761904761904762
