date;prev_temp;prev_hum;temp;humidity;coverage;coverage_percent;range;wind_dir;wind_str;wind_str_metric;prec
010106;1.0285714285714287;91.42857142857143;2.5714285714285716;88.57142857142857;7;89.28571428571429;6.571428571428571;18;2;4.085714285714286;0.8428571428571429
010112;2.5714285714285716;88.57142857142857;3.142857142857143;81.42857142857143;6;78.57142857142857;6.714285714285714;21;3;4.878571428571429;0.8428571428571429
010118;3.142857142857143;81.42857142857143;1.9285714285714286;87.0;5;66.07142857142857;6.571428571428571;17;2;2.8285714285714287;0.8428571428571429
010206;1.9285714285714286;87.0;1.0857142857142859;87.57142857142857;6;73.21428571428571;6.571428571428571;18;2;3.0500000000000003;0.7428571428571429
010212;1.0857142857142859;87.57142857142857;1.8142857142857145;82.57142857142857;5;67.85714285714286;6.714285714285714;18;3;6.128571428571428;0.7428571428571429
010218;1.8142857142857145;82.57142857142857;0.04285714285714296;84.85714285714286;4;48.214285714285715;6.428571428571429;18;3;5.607142857142857;0.7428571428571429
010306;0.04285714285714296;84.85714285714286;-1.4428571428571428;86.85714285714286;6;80.35714285714286;5.857142857142857;21;3;5.528571428571429;2.0428571428571427
010312;-1.4428571428571428;86.85714285714286;-0.028571428571428407;84.14285714285714;6;80.35714285714286;6.571428571428571;23;3;5.442857142857143;2.0428571428571427
010318;-0.028571428571428407;84.14285714285714;-0.27142857142857146;89.57142857142857;6;76.78571428571429;6.0;22;4;6.528571428571429;2.0428571428571427
010406;-0.27142857142857146;89.57142857142857;0.12857142857142867;86.57142857142857;6;80.35714285714286;6.571428571428571;14;3;4.6499999999999995;1.1285714285714286
010412;0.12857142857142867;86.57142857142857;0.9428571428571427;85.85714285714286;7;83.92857142857143;6.428571428571429;18;3;4.75;1.1285714285714286
010418;0.9428571428571427;85.85714285714286;1.0857142857142856;86.0;7;91.07142857142857;6.571428571428571;18;4;6.635714285714286;1.1285714285714286
010506;1.0857142857142856;86.0;-0.1142857142857144;82.14285714285714;5;62.5;6.428571428571429;15;3;5.1571428571428575;0.19999999999999998
010512;-0.1142857142857144;82.14285714285714;0.5428571428571428;77.28571428571429;5;58.92857142857143;6.571428571428571;15;3;3.778571428571429;0.19999999999999998
010518;0.5428571428571428;77.28571428571429;-1.257142857142857;86.71428571428571;6;76.78571428571429;6.142857142857143;13;2;3.2285714285714286;0.19999999999999998
010606;-1.257142857142857;86.71428571428571;-1.8571428571428574;89.71428571428571;6;80.35714285714286;6.142857142857143;16;2;3.528571428571429;1.7
010612;-1.8571428571428574;89.71428571428571;1.0;85.57142857142857;7;82.14285714285714;6.428571428571429;13;2;3.6642857142857146;1.7
010618;1.0;85.57142857142857;0.8142857142857142;89.85714285714286;7;89.28571428571429;6.428571428571429;11;2;3.2214285714285715;1.7
010706;0.8142857142857142;89.85714285714286;0.21428571428571436;93.28571428571429;7;87.5;6.0;19;2;3.528571428571429;0.7714285714285715
010712;0.21428571428571436;93.28571428571429;2.2;87.71428571428571;6;75.0;6.285714285714286;16;2;3.8571428571428577;0.7714285714285715
010718;2.2;87.71428571428571;1.7714285714285716;90.0;7;87.5;6.285714285714286;15;2;3.357142857142857;0.7714285714285715
010806;1.7714285714285716;90.0;-0.22857142857142868;88.71428571428571;5;67.85714285714286;6.142857142857143;19;2;3.5357142857142856;0.38571428571428573
010812;-0.22857142857142868;88.71428571428571;3.0857142857142854;78.71428571428571;5;67.85714285714286;6.142857142857143;19;3;5.428571428571429;0.38571428571428573
010818;3.0857142857142854;78.71428571428571;2.1285714285714286;82.28571428571429;6;73.21428571428571;6.285714285714286;15;4;8.178571428571429;0.38571428571428573
010906;2.1285714285714286;82.28571428571429;1.2;87.85714285714286;6;69.64285714285714;6.142857142857143;14;4;8.807142857142859;1.0857142857142856
010912;1.2;87.85714285714286;3.542857142857143;83.42857142857143;5;67.85714285714286;6.857142857142857;17;4;7.9;1.0857142857142856
010918;3.542857142857143;83.42857142857143;2.942857142857143;85.42857142857143;6;76.78571428571429;6.428571428571429;16;4;6.978571428571429;1.0857142857142856
011006;2.942857142857143;85.42857142857143;2.3714285714285714;89.57142857142857;6;78.57142857142857;6.285714285714286;17;4;7.135714285714286;0.5571428571428572
011012;2.3714285714285714;89.57142857142857;4.8;81.14285714285714;6;76.78571428571429;6.571428571428571;14;4;7.8500000000000005;0.5571428571428572
011018;4.8;81.14285714285714;4.1;83.28571428571429;6;80.35714285714286;6.285714285714286;14;4;8.428571428571429;0.5571428571428572
011106;4.1;83.28571428571429;1.7142857142857142;88.0;6;75.0;6.142857142857143;14;3;5.25;1.6428571428571428
011112;1.7142857142857142;88.0;3.5571428571428574;80.14285714285714;6;80.35714285714286;6.571428571428571;14;3;5.1571428571428575;1.6428571428571428
011118;3.5571428571428574;80.14285714285714;2.642857142857143;84.42857142857143;5;64.28571428571429;6.571428571428571;14;3;4.107142857142857;1.6428571428571428
011206;2.642857142857143;84.42857142857143;2.242857142857143;82.42857142857143;7;83.92857142857143;6.0;19;3;6.485714285714287;0.32857142857142857
011212;2.242857142857143;82.42857142857143;4.085714285714286;77.14285714285714;6;71.42857142857143;6.142857142857143;19;3;5.700000000000001;0.32857142857142857
011218;4.085714285714286;77.14285714285714;2.057142857142857;83.42857142857143;6;71.42857142857143;6.428571428571429;18;2;3.8214285714285716;0.32857142857142857
011306;2.057142857142857;83.42857142857143;2.2714285714285714;84.28571428571429;7;83.92857142857143;6.0;16;2;3.357142857142857;0.6714285714285714
