date;season;prev_temp;prev_hum;temp;humidity;coverage;range;wind_dir;wind_str;prec
041112;1.0;4.915555555555556;86.97777777777777;8.806666666666667;70.5111111111111;5;-15.355555555555556;-3;-19;0.9088888888888889
041114;1.0;4.816666666666666;86.06666666666666;8.773333333333333;69.6;6;7.066666666666666;16;4;0.5766666666666667
041118;1.0;8.806666666666667;70.5111111111111;6.995555555555556;77.64444444444445;5;-15.377777777777778;-5;-19;0.9088888888888889
041121;1.0;8.773333333333333;69.6;5.64;81.36666666666666;3;7.2;15;3;0.5766666666666667
041200;1.0;6.4;76.36;4.396;83.08;5;-32.96;19;3;1.092
041206;1.0;5.882222222222222;81.37777777777778;4.866666666666666;86.42222222222222;6;-16.0;-6;-19;0.9444444444444444
041207;1.0;5.64;81.36666666666666;4.8966666666666665;86.26666666666667;5;6.266666666666667;17;3;1.09
041212;1.0;4.866666666666666;86.42222222222222;8.48;70.82222222222222;6;-15.533333333333333;-4;-19;0.9444444444444444
041214;1.0;4.8966666666666665;86.26666666666667;9.093333333333334;69.46666666666667;6;6.733333333333333;19;3;1.09
041218;1.0;8.48;70.82222222222222;6.917777777777778;78.73333333333333;6;-15.577777777777778;-4;-19;0.9444444444444444
041221;1.0;9.093333333333334;69.46666666666667;6.066666666666666;82.56666666666666;4;7.066666666666666;16;3;1.09
041300;1.0;6.216;78.6;4.552;83.6;4;-33.32;20;3;0.652
041306;1.0;5.993333333333333;81.5111111111111;4.706666666666667;85.97777777777777;5;-16.377777777777776;-2;-19;0.7177777777777777
041307;1.0;6.066666666666666;82.56666666666666;5.09;86.9;5;6.4;17;3;2.5966666666666667
041312;1.0;4.706666666666667;85.97777777777777;8.506666666666668;70.66666666666667;5;-15.377777777777778;-2;-18;0.7177777777777777
041314;1.0;5.09;86.9;8.79;71.7;6;6.833333333333333;20;3;2.5966666666666667
041318;1.0;8.506666666666668;70.66666666666667;6.926666666666667;76.75555555555556;4;-15.355555555555556;-2;-19;0.7177777777777777
041321;1.0;8.79;71.7;5.8100000000000005;84.5;4;6.966666666666667;18;3;2.5966666666666667
041400;1.0;6.892;74.2;4.492;83.32;3;-33.44;19;3;0.96
041406;1.0;5.593333333333333;81.82222222222222;4.791111111111111;86.64444444444445;5;-16.08888888888889;-4;-19;0.7044444444444444
041407;1.0;5.8100000000000005;84.5;5.283333333333333;87.4;5;6.466666666666667;17;3;1.0066666666666666
041412;1.0;4.791111111111111;86.64444444444445;8.88888888888889;70.62222222222222;5;-15.511111111111111;18;3;0.7044444444444444
041414;1.0;5.283333333333333;87.4;8.996666666666666;72.66666666666667;4;7.1;17;3;1.0066666666666666
041418;1.0;8.88888888888889;70.62222222222222;7.602222222222223;76.84444444444445;5;-15.4;16;3;0.7044444444444444
041421;1.0;8.996666666666666;72.66666666666667;6.0633333333333335;80.76666666666667;3;7.133333333333334;16;2;1.0066666666666666
041500;1.0;7.096;76.0;5.6160000000000005;84.72;4;-33.52;17;3;0.38799999999999996
041506;1.0;6.78;81.68888888888888;6.042222222222222;84.62222222222222;5;-16.066666666666666;19;3;0.8777777777777778
041507;1.0;6.0633333333333335;80.76666666666667;5.04;88.13333333333334;5;6.433333333333334;15;3;0.9466666666666667
041512;1.0;6.042222222222222;84.62222222222222;9.842222222222222;72.37777777777778;5;-15.466666666666667;-5;4;0.8777777777777778
041514;1.0;5.04;88.13333333333334;8.433333333333334;76.86666666666666;6;6.8;16;4;0.9466666666666667
041518;1.0;9.842222222222222;72.37777777777778;8.353333333333333;76.73333333333333;5;-15.222222222222221;14;3;0.8777777777777778
041521;1.0;8.433333333333334;76.86666666666666;6.5600000000000005;85.93333333333334;5;6.866666666666666;17;3;0.9466666666666667
041600;1.0;8.116;75.96;5.856;83.84;4;-33.56;18;3;0.504
041606;1.0;7.097777777777777;81.11111111111111;5.7444444444444445;85.2;5;-15.822222222222223;18;3;0.5688888888888889
041607;1.0;6.5600000000000005;85.93333333333334;5.453333333333333;86.83333333333333;5;6.6;18;3;1.35
041612;1.0;5.7444444444444445;85.2;9.857777777777779;69.06666666666666;4;-15.088888888888889;18;3;0.5688888888888889
041614;1.0;5.453333333333333;86.83333333333333;8.33;75.4;5;6.933333333333334;16;4;1.35
041618;1.0;9.857777777777779;69.06666666666666;8.515555555555554;73.26666666666667;5;-15.11111111111111;18;3;0.5688888888888889
041621;1.0;8.33;75.4;6.28;83.13333333333334;4;7.166666666666667;14;3;1.35
041700;1.0;8.136000000000001;71.16;5.772;81.56;3;-33.0;18;3;0.612
041706;1.0;7.202222222222223;79.04444444444445;5.817777777777778;83.75555555555556;-17;-15.622222222222222;19;3;0.6977777777777778
041707;1.0;6.28;83.13333333333334;5.706666666666666;85.5;5;6.666666666666667;18;3;1.3
041712;1.0;5.817777777777778;83.75555555555556;9.853333333333333;67.13333333333334;4;-14.911111111111111;18;4;0.6977777777777778
041714;1.0;5.706666666666666;85.5;9.226666666666667;73.33333333333333;5;7.0;17;4;1.3
041718;1.0;9.853333333333333;67.13333333333334;8.115555555555556;73.22222222222223;4;-14.955555555555556;16;4;0.6977777777777778
041721;1.0;9.226666666666667;73.33333333333333;6.4399999999999995;82.6;4;7.066666666666666;15;3;1.3
041800;1.0;7.507999999999999;73.24;5.088;79.76;3;-32.8;20;3;1.1440000000000001
041806;1.0;6.771111111111111;76.84444444444445;5.846666666666668;83.53333333333333;5;-15.777777777777779;17;3;0.9044444444444445
041807;1.0;6.4399999999999995;82.6;5.9399999999999995;84.43333333333334;5;6.666666666666667;20;3;1.3433333333333333
041812;1.0;5.846666666666668;83.53333333333333;9.802222222222223;67.93333333333334;4;7.177777777777778;19;4;0.9044444444444445
041814;1.0;5.9399999999999995;84.43333333333334;9.266666666666667;72.8;5;6.9;21;3;1.3433333333333333
041818;1.0;9.802222222222223;67.93333333333334;7.853333333333333;76.5111111111111;4;7.4;14;4;0.9044444444444445
041821;1.0;9.266666666666667;72.8;6.506666666666666;82.93333333333334;3;7.066666666666666;14;3;1.3433333333333333
041900;1.0;7.784;76.0;5.66;82.68;3;-33.16;18;3;1.976
041906;1.0;6.673333333333334;80.22222222222223;5.908888888888888;83.35555555555555;4;6.711111111111111;15;3;1.5777777777777777
041907;1.0;6.506666666666666;82.93333333333334;6.233333333333333;85.23333333333333;4;6.633333333333334;18;-30;1.0799999999999998
041912;1.0;5.908888888888888;83.35555555555555;9.459999999999999;70.33333333333333;4;7.133333333333334;14;4;1.5777777777777777
041914;1.0;6.233333333333333;85.23333333333333;9.336666666666668;71.26666666666667;5;7.066666666666666;18;4;1.0799999999999998
041918;1.0;9.459999999999999;70.33333333333333;8.242222222222221;75.84444444444445;-18;7.155555555555556;13;3;1.5777777777777777
041921;1.0;9.336666666666668;71.26666666666667;6.863333333333333;79.8;4;6.933333333333334;17;3;1.0799999999999998
042000;1.0;8.316;74.84;5.916;81.68;4;-33.04;16;3;0.28800000000000003
042006;1.0;6.908888888888888;79.64444444444445;5.982222222222222;82.57777777777778;5;6.688888888888889;16;3;0.42
042007;1.0;6.863333333333333;79.8;5.930000000000001;84.7;5;6.533333333333333;17;3;0.3466666666666667
042012;1.0;5.982222222222222;82.57777777777778;10.062222222222223;66.88888888888889;5;7.311111111111111;20;4;0.42
042014;1.0;5.930000000000001;84.7;9.66;69.3;4;6.966666666666667;15;3;0.3466666666666667
042018;1.0;10.062222222222223;66.88888888888889;8.58;74.15555555555555;4;7.2;17;3;0.42
042021;1.0;9.66;69.3;6.8966666666666665;80.4;3;7.2;14;2;0.3466666666666667
042100;1.0;8.548;74.0;6.068;84.12;3;-33.52;17;3;0.8919999999999999
042106;1.0;7.202222222222223;79.77777777777777;6.5;84.31111111111112;4;6.311111111111111;-5;3;0.5888888888888889
042107;1.0;6.8966666666666665;80.4;6.263333333333334;83.03333333333333;4;6.6;15;3;1.2566666666666666
042112;1.0;6.5;84.31111111111112;10.375555555555556;70.53333333333333;4;7.088888888888889;19;4;0.5888888888888889
042114;1.0;6.263333333333334;83.03333333333333;10.846666666666666;67.76666666666667;5;6.9;17;3;1.2566666666666666
042118;1.0;10.375555555555556;70.53333333333333;8.835555555555556;75.84444444444445;4;7.022222222222222;14;4;0.5888888888888889
042121;1.0;10.846666666666666;67.76666666666667;7.62;79.6;4;6.866666666666666;14;3;1.2566666666666666
042200;1.0;8.692;74.96;6.624;81.48;4;-33.32;18;3;1.16
042206;1.0;7.6866666666666665;79.46666666666667;6.6577777777777785;84.44444444444444;5;6.444444444444445;17;3;1.2177777777777776
042207;1.0;7.62;79.6;7.016666666666667;85.53333333333333;5;6.3;15;3;0.9766666666666667
042212;1.0;6.6577777777777785;84.44444444444444;9.835555555555556;71.71111111111111;-18;6.955555555555556;17;4;1.2177777777777776
042214;1.0;7.016666666666667;85.53333333333333;9.903333333333334;74.93333333333334;5;7.2;14;3;0.9766666666666667
042218;1.0;9.835555555555556;71.71111111111111;8.613333333333333;78.24444444444444;4;7.022222222222222;-6;3;1.2177777777777776
042221;1.0;9.903333333333334;74.93333333333334;7.763333333333334;81.6;3;7.0;13;2;0.9766666666666667
042300;1.0;7.9079999999999995;80.88;6.02;84.64;3;-33.0;18;3;1.624
042306;1.0;7.564444444444444;80.33333333333333;6.815555555555555;84.5111111111111;-17;6.333333333333333;17;3;0.9866666666666666
042307;1.0;7.763333333333334;81.6;7.456666666666666;84.53333333333333;5;6.2;18;3;1.2266666666666666
042312;1.0;6.815555555555555;84.5111111111111;9.97111111111111;72.44444444444444;5;6.866666666666666;19;4;0.9866666666666666
042314;1.0;7.456666666666666;84.53333333333333;11.633333333333333;70.26666666666667;4;6.933333333333334;16;3;1.2266666666666666
042318;1.0;9.97111111111111;72.44444444444444;8.56;76.77777777777777;5;7.2;16;3;0.9866666666666666
042321;1.0;11.633333333333333;70.26666666666667;8.5;82.36666666666666;4;6.933333333333334;12;2;1.2266666666666666
042400;1.0;7.704;79.0;6.12;83.08;4;-33.12;18;4;1.272
042406;1.0;7.680000000000001;79.04444444444445;6.757777777777778;84.31111111111112;5;6.844444444444444;17;3;0.9177777777777779
042407;1.0;8.5;82.36666666666666;7.633333333333334;86.13333333333334;5;6.133333333333334;16;3;0.6433333333333333
042412;1.0;6.757777777777778;84.31111111111112;9.53111111111111;73.82222222222222;5;6.977777777777778;17;4;0.9177777777777779
042414;1.0;7.633333333333334;86.13333333333334;11.013333333333332;74.33333333333333;4;6.9;14;4;0.6433333333333333
042418;1.0;9.53111111111111;73.82222222222222;8.53111111111111;77.31111111111112;5;7.177777777777778;14;3;0.9177777777777779
042421;1.0;11.013333333333332;74.33333333333333;8.413333333333334;82.0;3;7.1;16;3;0.6433333333333333
042500;1.0;7.312;76.2;5.652;84.24;4;-33.28;17;3;0.436
042506;1.0;7.608888888888888;81.77777777777777;6.875555555555555;84.04444444444445;5;6.511111111111111;18;3;0.8266666666666668
042507;1.0;8.413333333333334;82.0;7.59;85.26666666666667;5;6.566666666666666;16;3;0.62
042512;1.0;6.875555555555555;84.04444444444445;10.433333333333334;70.53333333333333;5;7.066666666666666;18;3;0.8266666666666668
042514;1.0;7.59;85.26666666666667;11.166666666666666;71.23333333333333;5;6.966666666666667;15;3;0.62
042518;1.0;10.433333333333334;70.53333333333333;9.453333333333333;74.64444444444445;4;7.288888888888889;14;3;0.8266666666666668
042521;1.0;11.166666666666666;71.23333333333333;8.34;80.93333333333334;4;7.2;14;3;0.62
042600;1.0;8.08;73.08;5.956;81.44;3;-33.04;21;3;1.4040000000000001
042606;1.0;8.273333333333333;79.28888888888889;7.477777777777778;83.8;-17;6.511111111111111;17;3;1.6466666666666665
042607;1.0;8.34;80.93333333333334;7.553333333333333;84.8;5;6.766666666666667;17;3;1.0333333333333334
042612;1.0;7.477777777777778;83.8;10.304444444444444;71.6;5;7.088888888888889;-5;4;1.6466666666666665
042614;1.0;7.553333333333333;84.8;11.639999999999999;69.6;5;7.133333333333334;15;4;1.0333333333333334
042618;1.0;10.304444444444444;71.6;8.986666666666666;75.68888888888888;5;7.2444444444444445;-8;3;1.6466666666666665
042621;1.0;11.639999999999999;69.6;8.526666666666667;80.73333333333333;4;7.1;14;3;1.0333333333333334
042700;1.0;8.02;71.44;5.704;81.6;4;-33.36;19;3;1.08
042706;1.0;7.7;81.33333333333333;6.8422222222222215;84.24444444444444;6;6.777777777777778;19;3;1.3422222222222222
042707;1.0;8.526666666666667;80.73333333333333;7.91;85.1;5;6.433333333333334;17;3;1.0666666666666667
042712;1.0;6.8422222222222215;84.24444444444444;10.091111111111111;70.97777777777777;5;7.155555555555556;17;4;1.3422222222222222
042714;1.0;7.91;85.1;11.216666666666667;75.16666666666667;6;6.9;16;3;1.0666666666666667
042718;1.0;10.091111111111111;70.97777777777777;8.95111111111111;74.02222222222223;5;7.5777777777777775;18;3;1.3422222222222222
042721;1.0;11.216666666666667;75.16666666666667;8.94;84.36666666666666;6;6.733333333333333;14;2;1.0666666666666667
042800;1.0;7.5760000000000005;72.64;5.56;80.12;4;-32.8;20;3;0.47600000000000003
042806;1.0;7.8311111111111105;78.17777777777778;6.746666666666667;84.04444444444445;5;6.5777777777777775;18;3;0.8688888888888889
042807;1.0;8.94;84.36666666666666;8.443333333333333;88.03333333333333;6;6.133333333333334;18;3;1.3233333333333335
042812;1.0;6.746666666666667;84.04444444444445;10.291111111111112;70.66666666666667;5;7.2444444444444445;16;4;0.8688888888888889
042814;1.0;8.443333333333333;88.03333333333333;11.296666666666665;76.7;6;6.433333333333334;19;4;1.3233333333333335
042818;1.0;10.291111111111112;70.66666666666667;9.280000000000001;73.84444444444445;6;7.444444444444445;17;3;0.8688888888888889
042821;1.0;11.296666666666665;76.7;8.68;87.13333333333334;5;6.6;17;3;1.3233333333333335
042900;1.0;8.4;69.76;6.624;81.04;5;-33.04;19;3;2.42
042906;1.0;8.293333333333333;80.11111111111111;7.444444444444445;84.15555555555555;6;6.444444444444445;18;3;2.2955555555555556
042907;1.0;8.68;87.13333333333334;7.6033333333333335;90.33333333333333;6;6.4;16;3;1.15
042912;1.0;7.444444444444445;84.15555555555555;10.666666666666666;70.24444444444444;-17;6.888888888888889;-5;-18;2.2955555555555556
042914;1.0;7.6033333333333335;90.33333333333333;10.56;77.13333333333334;5;6.766666666666667;19;3;1.15
042918;1.0;10.666666666666666;70.24444444444444;9.457777777777778;77.37777777777778;6;7.022222222222222;15;3;2.2955555555555556
042921;1.0;10.56;77.13333333333334;8.216666666666667;87.06666666666666;4;6.833333333333333;15;3;1.15
043000;1.0;8.788;78.28;7.26;82.4;5;-33.64;19;3;0.32799999999999996
043006;1.0;8.608888888888888;79.66666666666667;8.206666666666667;84.24444444444444;5;6.622222222222222;19;3;1.2555555555555555
043007;1.0;8.216666666666667;87.06666666666666;8.116666666666667;87.86666666666666;5;6.366666666666666;17;3;1.09
043012;1.0;8.206666666666667;84.24444444444444;11.422222222222222;72.11111111111111;5;7.088888888888889;18;4;1.2555555555555555
043014;1.0;8.116666666666667;87.86666666666666;12.19;70.13333333333334;5;7.066666666666666;17;3;1.09
043018;1.0;11.422222222222222;72.11111111111111;10.168888888888889;75.93333333333334;5;7.288888888888889;15;3;1.2555555555555555
043021;1.0;12.19;70.13333333333334;8.826666666666666;82.96666666666667;4;7.133333333333334;16;2;1.09
050100;1.0;9.456;74.28;7.0520000000000005;83.48;4;-33.28;16;3;1.5319999999999998
050106;1.0;8.833333333333334;81.04444444444445;8.044444444444444;83.26666666666667;5;6.777777777777778;15;3;1.3311111111111111
050107;1.0;8.826666666666666;82.96666666666667;8.139999999999999;86.1;5;6.233333333333333;20;3;1.5366666666666666
050112;1.0;8.044444444444444;83.26666666666667;10.911111111111111;72.73333333333333;5;7.2;16;4;1.3311111111111111
050114;1.0;8.139999999999999;86.1;11.57;74.7;4;7.133333333333334;18;3;1.5366666666666666
050118;1.0;10.911111111111111;72.73333333333333;9.428888888888888;78.53333333333333;6;7.311111111111111;14;4;1.3311111111111111
