date;prev_temp;prev_hum;temp;humidity;coverage;coverage_percent;range;wind_dir;wind_str;wind_str_metric;prec
010106;2.066666666666667;88.66666666666667;1.9833333333333334;85.0;6;77.08333333333333;6.5;21;3;5.016666666666667;1.4666666666666668
010107;0.5821428571428573;92.10714285714286;0.26785714285714285;92.03571428571429;6;75.0;5.785714285714286;15;3;4.117857142857143;2.4464285714285716
010112;1.9833333333333334;85.0;2.783333333333333;84.0;6;81.25;6.666666666666667;17;3;5.075;1.4666666666666668
010114;0.26785714285714285;92.03571428571429;1.7;88.28571428571429;7;82.14285714285714;5.714285714285714;16;3;4.7625;2.4464285714285716
010118;2.783333333333333;84.0;1.75;88.5;6;75.0;6.333333333333333;24;3;4.575;1.4666666666666668
010121;1.7;88.28571428571429;0.9714285714285713;88.64285714285714;5;62.5;5.892857142857143;15;3;4.3875;2.4464285714285716
010206;1.75;88.5;0.4333333333333334;89.33333333333333;6;68.75;5.5;15;2;2.5833333333333335;2.3000000000000003
010207;0.9714285714285713;88.64285714285714;1.0714285714285714;88.14285714285714;6;75.44642857142857;6.035714285714286;16;3;4.755357142857143;3.2392857142857143
010212;0.4333333333333334;89.33333333333333;1.5499999999999998;80.0;5;60.416666666666664;6.833333333333333;24;2;3.483333333333334;2.3000000000000003
010214;1.0714285714285714;88.14285714285714;2.2464285714285714;83.85714285714286;6;75.89285714285714;6.0;16;3;4.483928571428572;3.2392857142857143
010218;1.5499999999999998;80.0;-0.3666666666666667;90.33333333333333;4;54.166666666666664;6.5;19;2;2.841666666666667;2.3000000000000003
010221;2.2464285714285714;83.85714285714286;1.7964285714285713;87.42857142857143;6;74.55357142857143;6.0;15;3;4.189285714285715;3.2392857142857143
010306;-0.3666666666666667;90.33333333333333;-1.45;87.66666666666667;7;89.58333333333333;6.333333333333333;13;2;3.8000000000000003;0.75
010307;1.7964285714285713;87.42857142857143;1.7;85.75;5;65.625;6.178571428571429;15;3;4.242857142857143;2.6392857142857147
010312;-1.45;87.66666666666667;-0.7166666666666668;88.66666666666667;7;89.58333333333333;6.333333333333333;16;3;4.191666666666667;0.75
010314;1.7;85.75;2.4607142857142854;82.46428571428571;6;70.98214285714286;6.428571428571429;17;3;4.473214285714286;2.6392857142857147
010318;-0.7166666666666668;88.66666666666667;-0.6333333333333334;91.66666666666667;8;95.83333333333333;5.833333333333333;18;3;4.941666666666667;0.75
010321;2.4607142857142854;82.46428571428571;1.0321428571428573;86.17857142857143;6;68.75;6.321428571428571;15;3;4.851785714285714;2.6392857142857147
010406;-0.6333333333333334;91.66666666666667;-0.23333333333333342;91.16666666666667;6;72.91666666666667;5.833333333333333;17;3;4.05;2.0500000000000003
010407;1.0321428571428573;86.17857142857143;-0.03571428571428559;87.35714285714286;5;57.142857142857146;6.178571428571429;18;3;4.319642857142857;2.960714285714286
010412;-0.23333333333333342;91.16666666666667;0.9166666666666666;90.0;7;91.66666666666667;6.0;13;2;3.475;2.0500000000000003
010414;-0.03571428571428559;87.35714285714286;1.4428571428571428;79.82142857142857;5;64.73214285714286;6.321428571428571;17;3;4.896428571428571;2.960714285714286
010418;0.9166666666666666;90.0;0.5166666666666667;87.66666666666667;8;100.0;5.666666666666667;13;3;4.258333333333334;2.0500000000000003
010421;1.4428571428571428;79.82142857142857;0.37857142857142856;84.89285714285714;4;54.464285714285715;6.25;16;3;4.998214285714286;2.960714285714286
010506;0.5166666666666667;87.66666666666667;0.01666666666666668;85.66666666666667;5;60.416666666666664;6.5;19;3;5.3999999999999995;1.1166666666666667
010507;0.37857142857142856;84.89285714285714;-0.1892857142857143;87.89285714285714;5;65.625;6.071428571428571;18;2;3.605357142857143;2.5928571428571425
010512;0.01666666666666668;85.66666666666667;1.3;81.16666666666667;7;87.5;6.333333333333333;13;3;4.516666666666667;1.1166666666666667
010514;-0.1892857142857143;87.89285714285714;1.3071428571428572;84.53571428571429;6;74.55357142857143;6.0;17;2;3.1875;2.5928571428571425
010518;1.3;81.16666666666667;0.08333333333333341;87.83333333333333;6;81.25;6.333333333333333;13;3;4.575;1.1166666666666667
010521;1.3071428571428572;84.53571428571429;1.1107142857142855;90.25;7;83.03571428571429;6.0;17;2;3.2839285714285715;2.5928571428571425
010606;0.08333333333333341;87.83333333333333;-1.1833333333333333;93.66666666666667;6;70.83333333333333;6.0;14;2;2.25;1.3666666666666665
010607;1.1107142857142855;90.25;1.0571428571428572;90.03571428571429;6;79.46428571428571;5.964285714285714;17;2;3.1875;1.7214285714285715
010612;-1.1833333333333333;93.66666666666667;0.7666666666666666;87.83333333333333;8;93.75;6.0;16;2;3.225;1.3666666666666665
010614;1.0571428571428572;90.03571428571429;2.335714285714286;85.25;7;83.03571428571429;6.035714285714286;17;3;4.128571428571429;1.7214285714285715
010618;0.7666666666666666;87.83333333333333;-0.6333333333333331;90.83333333333333;6;79.16666666666667;5.5;17;2;2.966666666666667;1.3666666666666665
010621;2.335714285714286;85.25;1.6035714285714284;86.10714285714286;6;73.66071428571429;5.785714285714286;15;3;4.457142857142857;1.7214285714285715
010706;-0.6333333333333331;90.83333333333333;0.5833333333333334;92.16666666666667;4;47.916666666666664;6.0;14;2;3.6;2.85
010707;1.6035714285714284;86.10714285714286;1.092857142857143;85.5;6;80.35714285714286;6.071428571428571;16;3;4.089285714285714;1.4000000000000001
010712;0.5833333333333334;92.16666666666667;1.0833333333333333;87.16666666666667;7;85.41666666666667;6.333333333333333;16;3;4.191666666666667;2.85
010714;1.092857142857143;85.5;2.039285714285714;84.28571428571429;6;73.21428571428571;6.035714285714286;19;3;4.146428571428571;1.4000000000000001
010718;1.0833333333333333;87.16666666666667;1.9666666666666668;87.83333333333333;6;79.16666666666667;6.333333333333333;17;3;4.9;2.85
010721;2.039285714285714;84.28571428571429;0.9892857142857142;87.25;6;79.91071428571429;6.107142857142857;16;3;3.942857142857143;1.4000000000000001
010806;1.9666666666666668;87.83333333333333;0.5166666666666667;89.83333333333333;4;50.0;6.5;14;3;4.841666666666667;1.0833333333333333
010807;0.9892857142857142;87.25;0.7785714285714287;89.53571428571429;7;83.03571428571429;5.821428571428571;18;2;2.542857142857143;2.107142857142857
010812;0.5166666666666667;89.83333333333333;2.2333333333333334;87.0;6;75.0;6.0;15;3;4.841666666666667;1.0833333333333333
010814;0.7785714285714287;89.53571428571429;2.060714285714286;84.21428571428571;6;77.67857142857143;6.0;15;2;3.3160714285714286;2.107142857142857
010818;2.2333333333333334;87.0;1.7666666666666666;86.66666666666667;6;77.08333333333333;6.333333333333333;15;3;4.866666666666667;1.0833333333333333
010821;2.060714285714286;84.21428571428571;0.4892857142857143;90.75;6;69.19642857142857;5.571428571428571;14;2;2.9339285714285714;2.107142857142857
010906;1.7666666666666666;86.66666666666667;1.4166666666666667;93.0;6;68.75;6.0;12;3;5.183333333333334;0.9500000000000001
010907;0.4892857142857143;90.75;0.4035714285714285;89.46428571428571;7;86.60714285714286;5.714285714285714;14;2;3.423214285714286;1.792857142857143
