STATIONS_ID;MESS_DATUM;QN_4;VK_TER;eor
       2306;1977110107;    5;   4;eor
       2306;1977110114;    5;   7;eor
       2306;1977110121;    5;   6;eor
       2306;1977110207;    5;   6;eor
       2306;1977110214;    5;   7;eor
       2306;1977110221;    5;   6;eor
       2306;1977110307;    5;   5;eor
       2306;1977110314;    5;   6;eor
       2306;1977110321;    5;   7;eor
       2306;1977110407;    5;   7;eor
       2306;1977110414;    5;   7;eor
       2306;1977110421;    5;   6;eor
       2306;1977110507;    5;   7;eor
       2306;1977110514;    5;   7;eor
       2306;1977110521;    5;   6;eor
       2306;1977110607;    5;   6;eor
       2306;1977110614;    5;   7;eor
       2306;1977110621;    5;   7;eor
       2306;1977110707;    5;   6;eor
       2306;1977110714;    5;   6;eor
       2306;1977110721;    5;   6;eor
       2306;1977110807;    5;   7;eor
       2306;1977110814;    5;   7;eor
       2306;1977110821;    5;   6;eor
       2306;1977110907;    5;   6;eor
       2306;1977110914;    5;   6;eor
       2306;1977110921;    5;   6;eor
       2306;1977111007;    5;   7;eor
       2306;1977111014;    5;   6;eor
       2306;1977111021;    5;   6;eor
       2306;1977111107;    5;   7;eor
       2306;1977111114;    5;   6;eor
       2306;1977111121;    5;   6;eor
       2306;1977111207;    5;   6;eor
       2306;1977111214;    5;   6;eor
       2306;1977111221;    5;   6;eor
       2306;1977111307;    5;   7;eor
       2306;1977111314;    5;   7;eor
       2306;1977111321;    5;   6;eor
       2306;1977111407;    5;   6;eor
       2306;1977111414;    5;   7;eor
       2306;1977111421;    5;   7;eor
       2306;1977111507;    5;   7;eor
       2306;1977111514;    5;   7;eor
       2306;1977111521;    5;   6;eor
       2306;1977111607;    5;   6;eor
       2306;1977111614;    5;   7;eor
       2306;1977111621;    5;   6;eor
       2306;1977111707;    5;   6;eor
       2306;1977111714;    5;   7;eor
       2306;1977111721;    5;   6;eor
       2306;1977111807;    5;   6;eor
       2306;1977111814;    5;   3;eor
       2306;1977111821;    5;   6;eor
       2306;1977111907;    5;   6;eor
       2306;1977111914;    5;   6;eor
       2306;1977111921;    5;   6;eor
       2306;1977112007;    5;   6;eor
       2306;1977112014;    5;   7;eor
       2306;1977112021;    5;   6;eor
       2306;1977112107;    5;   6;eor
       2306;1977112114;    5;   7;eor
       2306;1977112121;    5;   6;eor
       2306;1977112207;    5;   6;eor
       2306;1977112214;    5;   7;eor
       2306;1977112221;    5;   6;eor
       2306;1977112307;    5;   6;eor
       2306;1977112314;    5;   7;eor
       2306;1977112321;    5;   6;eor
       2306;1977112407;    5;   6;eor
       2306;1977112414;    5;   7;eor
       2306;1977112421;    5;   6;eor
       2306;1977112507;    5;   6;eor
       2306;1977112514;    5;   6;eor
       2306;1977112521;    5;   6;eor
       2306;1977112607;    5;   6;eor
       2306;1977112614;    5;   7;eor
       2306;1977112621;    5;   7;eor
       2306;1977112707;    5;   7;eor
       2306;1977112714;    5;   7;eor
       2306;1977112721;    5;   7;eor
       2306;1977112807;    5;   7;eor
       2306;1977112814;    5;   7;eor
       2306;1977112821;    5;   7;eor
       2306;1977112907;    5;   6;eor
       2306;1977112914;    5;   3;eor
       2306;1977112921;    5;   5;eor
       2306;1977113007;    5;   5;eor
       2306;1977113014;    5;   6;eor
       2306;1977113021;    5;   6;eor
       2306;1977120107;    5;   7;eor
       2306;1977120114;    5;   7;eor
       2306;1977120121;    5;   7;eor
       2306;1977120207;    5;   7;eor
       2306;1977120214;    5;   7;eor
       2306;1977120221;    5;   7;eor
       2306;1977120307;    5;   6;eor
       2306;1977120314;    5;   7;eor
       2306;1977120321;    5;   6;eor
       2306;1977120407;    5;   7;eor
       2306;1977120414;    5;   7;eor
       2306;1977120421;    5;   7;eor
       2306;1977120507;    5;   7;eor
       2306;1977120514;    5;   7;eor
       2306;1977120521;    5;   6;eor
       2306;1977120607;    5;   7;eor
       2306;1977120614;    5;   7;eor
       2306;1977120621;    5;   6;eor
       2306;1977120707;    5;   7;eor
       2306;1977120714;    5;   6;eor
       2306;1977120721;    5;   7;eor
       2306;1977120807;    5;   7;eor
       2306;1977120814;    5;   6;eor
       2306;1977120821;    5;   6;eor
       2306;1977120907;    5;   6;eor
       2306;1977120914;    5;   5;eor
       2306;1977120921;    5;   5;eor
       2306;1977121007;    5;   6;eor
       2306;1977121014;    5;   5;eor
       2306;1977121021;    5;   6;eor
       2306;1977121107;    5;   5;eor
       2306;1977121114;    5;   6;eor
       2306;1977121121;    5;   6;eor
       2306;1977121207;    5;   5;eor
       2306;1977121214;    5;   5;eor
       2306;1977121221;    5;   5;eor
       2306;1977121307;    5;   2;eor
       2306;1977121314;    5;   6;eor
       2306;1977121321;    5;   6;eor
       2306;1977121407;    5;   5;eor
       2306;1977121414;    5;   4;eor
       2306;1977121421;    5;   4;eor
       2306;1977121507;    5;   4;eor
       2306;1977121514;    5;   4;eor
       2306;1977121521;    5;   4;eor
       2306;1977121607;    5;   1;eor
       2306;1977121614;    5;   4;eor
       2306;1977121621;    5;   5;eor
       2306;1977121707;    5;   5;eor
       2306;1977121714;    5;   4;eor
       2306;1977121721;    5;   5;eor
       2306;1977121807;    5;   5;eor
       2306;1977121814;    5;   4;eor
       2306;1977121821;    5;   5;eor
       2306;1977121907;    5;   6;eor
       2306;1977121914;    5;   6;eor
       2306;1977121921;    5;   6;eor
       2306;1977122007;    5;   3;eor
       2306;1977122014;    5;   2;eor
       2306;1977122021;    5;   2;eor
       2306;1977122107;    5;   2;eor
       2306;1977122114;    5;   5;eor
       2306;1977122121;    5;   5;eor
       2306;1977122207;    5;   4;eor
       2306;1977122214;    5;   4;eor
       2306;1977122221;    5;   1;eor
       2306;1977122307;    5;   1;eor
       2306;1977122314;    5;   4;eor
       2306;1977122321;    5;   4;eor
       2306;1977122407;    5;   7;eor
       2306;1977122414;    5;   7;eor
       2306;1977122421;    5;   7;eor
       2306;1977122507;    5;   7;eor
       2306;1977122514;    5;   7;eor
       2306;1977122521;    5;   7;eor
       2306;1977122607;    5;   7;eor
       2306;1977122614;    5;   7;eor
       2306;1977122621;    5;   7;eor
       2306;1977122707;    5;   7;eor
       2306;1977122714;    5;   6;eor
       2306;1977122721;    5;   7;eor
       2306;1977122807;    5;   7;eor
       2306;1977122814;    5;   6;eor
       2306;1977122821;    5;   6;eor
       2306;1977122907;    5;   7;eor
       2306;1977122914;    5;   6;eor
       2306;1977122921;    5;   7;eor
       2306;1977123007;    5;   7;eor
       2306;1977123014;    5;   7;eor
       2306;1977123021;    5;   7;eor
       2306;1977123107;    5;   7;eor
       2306;1977123114;    5;   7;eor
       2306;1977123121;    5;   7;eor
       2306;1978010107;    5;   7;eor
       2306;1978010114;    5;   2;eor
       2306;1978010121;    5;   6;eor
       2306;1978010207;    5;   6;eor
       2306;1978010214;    5;   6;eor
       2306;1978010221;    5;   6;eor
       2306;1978010307;    5;   6;eor
       2306;1978010314;    5;   6;eor
       2306;1978010321;    5;   6;eor
       2306;1978010407;    5;   7;eor
       2306;1978010414;    5;   7;eor
       2306;1978010421;    5;   7;eor
       2306;1978010507;    5;   7;eor
       2306;1978010514;    5;   7;eor
       2306;1978010521;    5;   7;eor
       2306;1978010607;    5;   7;eor
       2306;1978010614;    5;   6;eor
       2306;1978010621;    5;   6;eor
       2306;1978010707;    5;   7;eor
       2306;1978010714;    5;   5;eor
       2306;1978010721;    5;   5;eor
       2306;1978010807;    5;   4;eor
       2306;1978010814;    5;   4;eor
       2306;1978010821;    5;   1;eor
       2306;1978010907;    5;   2;eor
       2306;1978010914;    5;   4;eor
       2306;1978010921;    5;   3;eor
       2306;1978011007;    5;   6;eor
       2306;1978011014;    5;   7;eor
       2306;1978011021;    5;   7;eor
       2306;1978011107;    5;   6;eor
       2306;1978011114;    5;   6;eor
       2306;1978011121;    5;   6;eor
       2306;1978011207;    5;   4;eor
       2306;1978011214;    5;   4;eor
       2306;1978011221;    5;   6;eor
       2306;1978011307;    5;   7;eor
       2306;1978011314;    5;   6;eor
       2306;1978011321;    5;   6;eor
       2306;1978011407;    5;   7;eor
       2306;1978011414;    5;   6;eor
       2306;1978011421;    5;   5;eor
       2306;1978011507;    5;   6;eor
       2306;1978011514;    5;   6;eor
       2306;1978011521;    5;   7;eor
       2306;1978011607;    5;   4;eor
       2306;1978011614;    5;   6;eor
       2306;1978011621;    5;   6;eor
       2306;1978011707;    5;   5;eor
       2306;1978011714;    5;   6;eor
       2306;1978011721;    5;   4;eor
       2306;1978011807;    5;   4;eor
       2306;1978011814;    5;   2;eor
       2306;1978011821;    5;   2;eor
       2306;1978011907;    5;   6;eor
       2306;1978011914;    5;   5;eor
       2306;1978011921;    5;   6;eor
       2306;1978012007;    5;   5;eor
       2306;1978012014;    5;   4;eor
       2306;1978012021;    5;   5;eor
       2306;1978012107;    5;   5;eor
       2306;1978012114;    5;   5;eor
       2306;1978012121;    5;   4;eor
       2306;1978012207;    5;   5;eor
       2306;1978012214;    5;   6;eor
       2306;1978012221;    5;   5;eor
       2306;1978012307;    5;   5;eor
       2306;1978012314;    5;   5;eor
       2306;1978012321;    5;   5;eor
       2306;1978012407;    5;   6;eor
       2306;1978012414;    5;   5;eor
       2306;1978012421;    5;   6;eor
       2306;1978012507;    5;   6;eor
       2306;1978012514;    5;   5;eor
       2306;1978012521;    5;   6;eor
       2306;1978012607;    5;   6;eor
       2306;1978012614;    5;   6;eor
       2306;1978012621;    5;   7;eor
       2306;1978012707;    5;   6;eor
       2306;1978012714;    5;   6;eor
       2306;1978012721;    5;   6;eor
       2306;1978012807;    5;   6;eor
       2306;1978012814;    5;   6;eor
       2306;1978012821;    5;   7;eor
       2306;1978012907;    5;   6;eor
       2306;1978012914;    5;   5;eor
       2306;1978012921;    5;   5;eor
       2306;1978013007;    5;   4;eor
       2306;1978013014;    5;   5;eor
       2306;1978013021;    5;   6;eor
       2306;1978013107;    5;   7;eor
       2306;1978013114;    5;   7;eor
       2306;1978013121;    5;   7;eor
       2306;1978020107;    5;   6;eor
       2306;1978020114;    5;   6;eor
       2306;1978020121;    5;   6;eor
       2306;1978020207;    5;   7;eor
       2306;1978020214;    5;   6;eor
       2306;1978020221;    5;   6;eor
       2306;1978020307;    5;   6;eor
       2306;1978020314;    5;   6;eor
       2306;1978020321;    5;   6;eor
       2306;1978020407;    5;   6;eor
       2306;1978020414;    5;   6;eor
       2306;1978020421;    5;   6;eor
       2306;1978020507;    5;   6;eor
       2306;1978020514;    5;   5;eor
       2306;1978020521;    5;   6;eor
       2306;1978020607;    5;   6;eor
       2306;1978020614;    5;   6;eor
       2306;1978020621;    5;   6;eor
       2306;1978020707;    5;   6;eor
       2306;1978020714;    5;   5;eor
       2306;1978020721;    5;   6;eor
       2306;1978020807;    5;   6;eor
       2306;1978020814;    5;   6;eor
       2306;1978020821;    5;   6;eor
       2306;1978020907;    5;   6;eor
       2306;1978020914;    5;   7;eor
       2306;1978020921;    5;   6;eor
       2306;1978021007;    5;   6;eor
       2306;1978021014;    5;   6;eor
       2306;1978021021;    5;   6;eor
       2306;1978021107;    5;   6;eor
       2306;1978021114;    5;   5;eor
       2306;1978021121;    5;   6;eor
       2306;1978021207;    5;   5;eor
       2306;1978021214;    5;   4;eor
       2306;1978021221;    5;   5;eor
       2306;1978021307;    5;   5;eor
       2306;1978021314;    5;   6;eor
       2306;1978021321;    5;   6;eor
       2306;1978021407;    5;   3;eor
       2306;1978021414;    5;   4;eor
       2306;1978021421;    5;   5;eor
       2306;1978021507;    5;   5;eor
       2306;1978021514;    5;   5;eor
       2306;1978021521;    5;   5;eor
       2306;1978021607;    5;   4;eor
       2306;1978021614;    5;   6;eor
       2306;1978021621;    5;   6;eor
       2306;1978021707;    5;   4;eor
       2306;1978021714;    5;   4;eor
       2306;1978021721;    5;   6;eor
       2306;1978021807;    5;   7;eor
       2306;1978021814;    5;   7;eor
       2306;1978021821;    5;   7;eor
       2306;1978021907;    5;   6;eor
       2306;1978021914;    5;   7;eor
       2306;1978021921;    5;   7;eor
       2306;1978022007;    5;   7;eor
       2306;1978022014;    5;   7;eor
       2306;1978022021;    5;   7;eor
       2306;1978022107;    5;   6;eor
       2306;1978022114;    5;   7;eor
       2306;1978022121;    5;   5;eor
       2306;1978022207;    5;   2;eor
       2306;1978022214;    5;   2;eor
       2306;1978022221;    5;   1;eor
       2306;1978022307;    5;   4;eor
       2306;1978022314;    5;   4;eor
       2306;1978022321;    5;   5;eor
       2306;1978022407;    5;   5;eor
       2306;1978022414;    5;   5;eor
       2306;1978022421;    5;   5;eor
       2306;1978022507;    5;   1;eor
       2306;1978022514;    5;   5;eor
       2306;1978022521;    5;   6;eor
       2306;1978022607;    5;   4;eor
       2306;1978022614;    5;   5;eor
       2306;1978022621;    5;   4;eor
       2306;1978022707;    5;   4;eor
       2306;1978022714;    5;   6;eor
       2306;1978022721;    5;   6;eor
       2306;1978022807;    5;   6;eor
       2306;1978022814;    5;   6;eor
       2306;1978022821;    5;   6;eor
       2306;1978030107;    5;   1;eor
       2306;1978030114;    5;   1;eor
       2306;1978030121;    5;   0;eor
       2306;1978030207;    5;   0;eor
       2306;1978030214;    5;   1;eor
       2306;1978030221;    5;   2;eor
       2306;1978030307;    5;   1;eor
       2306;1978030314;    5;   4;eor
       2306;1978030321;    5;   5;eor
       2306;1978030407;    5;   5;eor
       2306;1978030414;    5;   4;eor
       2306;1978030421;    5;   2;eor
       2306;1978030507;    5;   5;eor
       2306;1978030514;    5;   7;eor
       2306;1978030521;    5;   6;eor
       2306;1978030607;    5;   8;eor
       2306;1978030614;    5;   8;eor
       2306;1978030621;    5;   6;eor
       2306;1978030707;    5;   6;eor
       2306;1978030714;    5;   5;eor
       2306;1978030721;    5;   2;eor
       2306;1978030807;    5;   1;eor
       2306;1978030814;    5;   5;eor
       2306;1978030821;    5;   5;eor
       2306;1978030907;    5;   7;eor
       2306;1978030914;    5;   8;eor
       2306;1978030921;    5;   7;eor
       2306;1978031007;    5;   6;eor
       2306;1978031014;    5;   7;eor
       2306;1978031021;    5;   6;eor
       2306;1978031107;    5;   6;eor
       2306;1978031114;    5;   7;eor
       2306;1978031121;    5;   6;eor
       2306;1978031207;    5;   7;eor
       2306;1978031214;    5;   7;eor
       2306;1978031221;    5;   6;eor
       2306;1978031307;    5;   5;eor
       2306;1978031314;    5;   7;eor
       2306;1978031321;    5;   6;eor
       2306;1978031407;    5;   6;eor
       2306;1978031414;    5;   7;eor
       2306;1978031421;    5;   6;eor
       2306;1978031507;    5;   7;eor
       2306;1978031514;    5;   6;eor
       2306;1978031521;    5;   6;eor
       2306;1978031607;    5;   6;eor
       2306;1978031614;    5;   6;eor
       2306;1978031621;    5;   7;eor
       2306;1978031707;    5;   7;eor
       2306;1978031714;    5;   7;eor
       2306;1978031721;    5;   7;eor
       2306;1978031807;    5;   7;eor
       2306;1978031814;    5;   6;eor
       2306;1978031821;    5;   3;eor
       2306;1978031907;    5;   6;eor
       2306;1978031914;    5;   7;eor
       2306;1978031921;    5;   7;eor
       2306;1978032007;    5;   2;eor
       2306;1978032014;    5;   7;eor
       2306;1978032021;    5;   6;eor
       2306;1978032107;    5;   7;eor
       2306;1978032114;    5;   6;eor
       2306;1978032121;    5;   7;eor
       2306;1978032207;    5;   7;eor
       2306;1978032214;    5;   7;eor
       2306;1978032221;    5;   7;eor
       2306;1978032307;    5;   6;eor
       2306;1978032314;    5;   7;eor
       2306;1978032321;    5;   7;eor
       2306;1978032407;    5;   7;eor
       2306;1978032414;    5;   6;eor
       2306;1978032421;    5;   7;eor
       2306;1978032507;    5;   6;eor
       2306;1978032514;    5;   6;eor
       2306;1978032521;    5;   6;eor
       2306;1978032607;    5;   6;eor
       2306;1978032614;    5;   7;eor
       2306;1978032621;    5;   6;eor
       2306;1978032707;    5;   7;eor
       2306;1978032714;    5;   7;eor
       2306;1978032721;    5;   6;eor
       2306;1978032807;    5;   6;eor
       2306;1978032814;    5;   7;eor
       2306;1978032821;    5;   6;eor
       2306;1978032907;    5;   7;eor
       2306;1978032914;    5;   7;eor
       2306;1978032921;    5;   7;eor
       2306;1978033007;    5;   5;eor
       2306;1978033014;    5;   2;eor
       2306;1978033021;    5;   6;eor
       2306;1978033107;    5;   7;eor
       2306;1978033114;    5;   7;eor
       2306;1978033121;    5;   6;eor
       2306;1978040107;    5;   1;eor
       2306;1978040114;    5;   2;eor
       2306;1978040121;    5;   1;eor
       2306;1978040207;    5;   1;eor
       2306;1978040214;    5;   4;eor
       2306;1978040221;    5;   6;eor
       2306;1978040307;    5;   6;eor
       2306;1978040314;    5;   6;eor
       2306;1978040321;    5;   6;eor
       2306;1978040407;    5;   4;eor
       2306;1978040414;    5;   5;eor
       2306;1978040421;    5;   8;eor
       2306;1978040507;    5;   7;eor
       2306;1978040514;    5;   7;eor
       2306;1978040521;    5;   7;eor
       2306;1978040607;    5;   6;eor
       2306;1978040614;    5;   8;eor
       2306;1978040621;    5;   6;eor
       2306;1978040707;    5;   7;eor
       2306;1978040714;    5;   7;eor
       2306;1978040721;    5;   7;eor
       2306;1978040807;    5;   1;eor
       2306;1978040814;    5;   7;eor
       2306;1978040821;    5;   7;eor
       2306;1978040907;    5;   6;eor
       2306;1978040914;    5;   7;eor
       2306;1978040921;    5;   7;eor
       2306;1978041007;    5;   5;eor
       2306;1978041014;    5;   6;eor
       2306;1978041021;    5;   6;eor
       2306;1978041107;    5;   7;eor
       2306;1978041114;    5;   5;eor
