STATIONS_ID;MESS_DATUM;QN_4;TT_TER;RF_TER;eor
       2306;1977121307;    5;    7.1;  99.0;eor
       2306;1977121314;    5;    6.7;  96.0;eor
       2306;1977121321;    5;    6.3;  89.0;eor
       2306;1977121407;    5;    6.9;  97.0;eor
       2306;1977121414;    5;    8.1;  96.0;eor
       2306;1977121421;    5;    7.6;  97.0;eor
       2306;1977121507;    5;    6.8;  99.0;eor
       2306;1977121514;    5;    7.8;  99.0;eor
       2306;1977121521;    5;    7.0;  99.0;eor
       2306;1977121607;    5;    0.8;  98.0;eor
       2306;1977121614;    5;    2.4;  97.0;eor
       2306;1977121621;    5;    4.4;  97.0;eor
       2306;1977121707;    5;    4.2;  94.0;eor
       2306;1977121714;    5;    3.8;  92.0;eor
       2306;1977121721;    5;    5.1;  97.0;eor
       2306;1977121807;    5;    5.1;  97.0;eor
       2306;1977121814;    5;    4.6;  94.0;eor
       2306;1977121821;    5;    4.8;  85.0;eor
       2306;1977121907;    5;    6.3;  88.0;eor
       2306;1977121914;    5;    6.4;  81.0;eor
       2306;1977121921;    5;    5.2;  94.0;eor
       2306;1977122007;    5;    4.7;  99.0;eor
       2306;1977122014;    5;    5.0;  97.0;eor
       2306;1977122021;    5;    4.4;  97.0;eor
       2306;1977122107;    5;    3.1;  97.0;eor
       2306;1977122114;    5;    4.2;  90.0;eor
       2306;1977122121;    5;    2.2;  92.0;eor
       2306;1977122207;    5;    1.0;  93.0;eor
       2306;1977122214;    5;    1.3;  85.0;eor
       2306;1977122221;    5;    1.9;  97.0;eor
       2306;1977122307;    5;    5.2;  99.0;eor
       2306;1977122314;    5;    4.7;  94.0;eor
       2306;1977122321;    5;    6.4;  97.0;eor
       2306;1977122407;    5;   13.6;  91.0;eor
       2306;1977122414;    5;   10.2;  71.0;eor
       2306;1977122421;    5;    8.7;  75.0;eor
       2306;1977122507;    5;    7.6;  83.0;eor
       2306;1977122514;    5;    7.7;  81.0;eor
       2306;1977122521;    5;    6.4;  88.0;eor
       2306;1977122607;    5;    6.5;  88.0;eor
       2306;1977122614;    5;    6.8;  84.0;eor
       2306;1977122621;    5;    5.4;  90.0;eor
       2306;1977122707;    5;    5.7;  94.0;eor
       2306;1977122714;    5;    4.6;  91.0;eor
       2306;1977122721;    5;    3.9;  85.0;eor
       2306;1977122807;    5;    4.6;  75.0;eor
       2306;1977122814;    5;    3.6;  86.0;eor
       2306;1977122821;    5;    3.1;  94.0;eor
       2306;1977122907;    5;    3.0;  84.0;eor
       2306;1977122914;    5;    2.3;  87.0;eor
       2306;1977122921;    5;    4.0;  95.0;eor
       2306;1977123007;    5;    2.6;  92.0;eor
       2306;1977123014;    5;    1.5;  92.0;eor
       2306;1977123021;    5;    2.6;  89.0;eor
       2306;1977123107;    5;    0.4;  77.0;eor
       2306;1977123114;    5;    3.2;  63.0;eor
       2306;1977123121;    5;   -0.6;  85.0;eor
       2306;1978010107;    5;    0.6;  95.0;eor
       2306;1978010114;    5;    4.3;  99.0;eor
       2306;1978010121;    5;    6.9;  83.0;eor
       2306;1978010207;    5;    6.3;  92.0;eor
       2306;1978010214;    5;    5.5;  89.0;eor
       2306;1978010221;    5;    4.1;  88.0;eor
       2306;1978010307;    5;    2.3;  94.0;eor
       2306;1978010314;    5;    1.4;  95.0;eor
       2306;1978010321;    5;    2.4;  78.0;eor
       2306;1978010407;    5;    1.4;  73.0;eor
       2306;1978010414;    5;    1.8;  56.0;eor
       2306;1978010421;    5;   -0.6;  78.0;eor
       2306;1978010507;    5;   -3.4;  77.0;eor
       2306;1978010514;    5;   -1.7;  63.0;eor
       2306;1978010521;    5;   -0.3;  75.0;eor
       2306;1978010607;    5;    5.4;  94.0;eor
       2306;1978010614;    5;    6.6;  89.0;eor
       2306;1978010621;    5;    5.8;  94.0;eor
       2306;1978010707;    5;    4.2;  85.0;eor
       2306;1978010714;    5;    4.4;  88.0;eor
       2306;1978010721;    5;    3.4;  79.0;eor
       2306;1978010807;    5;   -0.2;  96.0;eor
       2306;1978010814;    5;    3.4;  80.0;eor
       2306;1978010821;    5;   -2.0;  96.0;eor
       2306;1978010907;    5;   -0.9;  96.0;eor
       2306;1978010914;    5;    0.9;  86.0;eor
       2306;1978010921;    5;    1.8;  98.0;eor
       2306;1978011007;    5;    1.4;  93.0;eor
       2306;1978011014;    5;    1.6;  92.0;eor
       2306;1978011021;    5;    2.1;  89.0;eor
       2306;1978011107;    5;    2.4;  95.0;eor
       2306;1978011114;    5;    3.9;  85.0;eor
       2306;1978011121;    5;    2.1;  93.0;eor
       2306;1978011207;    5;    2.3;  97.0;eor
       2306;1978011214;    5;    2.7;  95.0;eor
       2306;1978011221;    5;    1.8;  87.0;eor
       2306;1978011307;    5;    0.6;  84.0;eor
       2306;1978011314;    5;    0.7;  83.0;eor
       2306;1978011321;    5;    2.1;  95.0;eor
       2306;1978011407;    5;    3.4;  92.0;eor
       2306;1978011414;    5;    4.3;  93.0;eor
       2306;1978011421;    5;    2.4;  98.0;eor
       2306;1978011507;    5;    1.2;  97.0;eor
       2306;1978011514;    5;    2.7;  84.0;eor
       2306;1978011521;    5;    0.4;  86.0;eor
       2306;1978011607;    5;   -0.5;  87.0;eor
       2306;1978011614;    5;    0.8;  78.0;eor
       2306;1978011621;    5;    0.2;  86.0;eor
       2306;1978011707;    5;   -0.4;  93.0;eor
       2306;1978011714;    5;    4.0;  72.0;eor
       2306;1978011721;    5;    0.7;  88.0;eor
       2306;1978011807;    5;    1.0;  97.0;eor
       2306;1978011814;    5;    0.7;  96.0;eor
       2306;1978011821;    5;    0.8;  97.0;eor
       2306;1978011907;    5;    1.0;  97.0;eor
       2306;1978011914;    5;    2.0;  85.0;eor
       2306;1978011921;    5;    1.7;  80.0;eor
       2306;1978012007;    5;    0.8;  88.0;eor
       2306;1978012014;    5;    2.3;  81.0;eor
       2306;1978012021;    5;    0.1;  91.0;eor
       2306;1978012107;    5;    0.4;  89.0;eor
       2306;1978012114;    5;    0.4;  88.0;eor
       2306;1978012121;    5;   -0.1;  89.0;eor
       2306;1978012207;    5;    0.1;  91.0;eor
       2306;1978012214;    5;    1.0;  76.0;eor
       2306;1978012221;    5;   -1.4;  94.0;eor
       2306;1978012307;    5;   -0.3;  89.0;eor
       2306;1978012314;    5;    0.5;  90.0;eor
       2306;1978012321;    5;    0.3;  95.0;eor
       2306;1978012407;    5;    1.6;  80.0;eor
       2306;1978012414;    5;    1.6;  95.0;eor
       2306;1978012421;    5;    3.8;  97.0;eor
       2306;1978012507;    5;    3.4;  97.0;eor
       2306;1978012514;    5;    1.2;  93.0;eor
       2306;1978012521;    5;    1.0;  85.0;eor
       2306;1978012607;    5;    1.3;  78.0;eor
       2306;1978012614;    5;    1.2;  85.0;eor
       2306;1978012621;    5;   -1.8;  94.0;eor
       2306;1978012707;    5;    0.9;  97.0;eor
       2306;1978012714;    5;    1.8;  90.0;eor
       2306;1978012721;    5;    1.6;  92.0;eor
       2306;1978012807;    5;    0.8;  90.0;eor
       2306;1978012814;    5;    3.3;  75.0;eor
       2306;1978012821;    5;    3.0;  72.0;eor
       2306;1978012907;    5;    1.1;  81.0;eor
       2306;1978012914;    5;    2.2;  90.0;eor
       2306;1978012921;    5;    1.4;  97.0;eor
       2306;1978013007;    5;    1.5;  97.0;eor
       2306;1978013014;    5;    2.0;  87.0;eor
       2306;1978013021;    5;    2.0;  85.0;eor
       2306;1978013107;    5;    0.4;  93.0;eor
       2306;1978013114;    5;    3.8;  72.0;eor
       2306;1978013121;    5;   -0.4;  93.0;eor
       2306;1978020107;    5;   -0.2;  95.0;eor
       2306;1978020114;    5;    1.6;  77.0;eor
       2306;1978020121;    5;    0.2;  84.0;eor
       2306;1978020207;    5;    0.9;  83.0;eor
       2306;1978020214;    5;    2.0;  84.0;eor
       2306;1978020221;    5;    1.8;  87.0;eor
       2306;1978020307;    5;    0.9;  95.0;eor
       2306;1978020314;    5;    1.2;  93.0;eor
       2306;1978020321;    5;    1.2;  88.0;eor
       2306;1978020407;    5;    0.6;  95.0;eor
       2306;1978020414;    5;    1.8;  80.0;eor
       2306;1978020421;    5;   -1.2;  85.0;eor
       2306;1978020507;    5;   -1.5;  87.0;eor
       2306;1978020514;    5;   -0.8;  86.0;eor
       2306;1978020521;    5;   -1.2;  88.0;eor
       2306;1978020607;    5;   -2.6;  86.0;eor
       2306;1978020614;    5;   -2.2;  79.0;eor
       2306;1978020621;    5;   -1.6;  74.0;eor
       2306;1978020707;    5;   -2.0;  81.0;eor
       2306;1978020714;    5;   -1.0;  92.0;eor
       2306;1978020721;    5;   -0.2;  68.0;eor
       2306;1978020807;    5;   -1.4;  84.0;eor
       2306;1978020814;    5;   -2.3;  75.0;eor
       2306;1978020821;    5;   -2.6;  82.0;eor
       2306;1978020907;    5;   -3.5;  76.0;eor
       2306;1978020914;    5;   -2.8;  76.0;eor
       2306;1978020921;    5;   -3.2;  73.0;eor
       2306;1978021007;    5;   -2.5;  86.0;eor
       2306;1978021014;    5;   -2.0;  70.0;eor
       2306;1978021021;    5;   -4.6;  76.0;eor
       2306;1978021107;    5;   -3.2;  81.0;eor
       2306;1978021114;    5;   -0.4;  82.0;eor
       2306;1978021121;    5;   -1.6;  97.0;eor
       2306;1978021207;    5;   -3.4;  95.0;eor
       2306;1978021214;    5;   -2.6;  92.0;eor
       2306;1978021221;    5;   -0.5;  96.0;eor
       2306;1978021307;    5;   -3.9;  84.0;eor
       2306;1978021314;    5;   -0.7;  71.0;eor
       2306;1978021321;    5;   -3.5;  89.0;eor
       2306;1978021407;    5;   -3.5;  97.0;eor
       2306;1978021414;    5;   -1.4;  86.0;eor
       2306;1978021421;    5;   -1.4;  84.0;eor
       2306;1978021507;    5;   -1.0;  81.0;eor
       2306;1978021514;    5;   -1.2;  82.0;eor
       2306;1978021521;    5;   -3.0;  91.0;eor
       2306;1978021607;    5;   -5.3;  95.0;eor
       2306;1978021614;    5;   -1.0;  75.0;eor
       2306;1978021621;    5;   -4.1;  84.0;eor
       2306;1978021707;    5;   -7.5;  93.0;eor
       2306;1978021714;    5;   -2.0;  89.0;eor
       2306;1978021721;    5;   -3.6;  80.0;eor
       2306;1978021807;    5;  -12.7;  92.0;eor
       2306;1978021814;    5;   -2.5;  76.0;eor
       2306;1978021821;    5;   -8.9;  92.0;eor
       2306;1978021907;    5;  -15.5;  95.0;eor
       2306;1978021914;    5;   -2.4;  63.0;eor
       2306;1978021921;    5;   -3.4;  69.0;eor
       2306;1978022007;    5;  -14.2;  91.0;eor
       2306;1978022014;    5;   -2.6;  63.0;eor
       2306;1978022021;    5;   -7.0;  84.0;eor
       2306;1978022107;    5;  -10.3;  82.0;eor
       2306;1978022114;    5;    0.1;  54.0;eor
       2306;1978022121;    5;   -3.7;  68.0;eor
       2306;1978022207;    5;   -3.8;  88.0;eor
       2306;1978022214;    5;    1.6; 100.0;eor
       2306;1978022221;    5;    1.0; 100.0;eor
       2306;1978022307;    5;   -0.1;  87.0;eor
       2306;1978022314;    5;    1.0;  85.0;eor
       2306;1978022321;    5;    1.3;  95.0;eor
       2306;1978022407;    5;    2.5;  89.0;eor
       2306;1978022414;    5;    6.3;  84.0;eor
       2306;1978022421;    5;    4.1;  96.0;eor
       2306;1978022507;    5;    2.8;  97.0;eor
       2306;1978022514;    5;    6.4;  96.0;eor
       2306;1978022521;    5;    5.1;  96.0;eor
       2306;1978022607;    5;    5.8;  83.0;eor
       2306;1978022614;    5;   12.5;  69.0;eor
       2306;1978022621;    5;    4.5;  96.0;eor
       2306;1978022707;    5;    2.8;  98.0;eor
       2306;1978022714;    5;   13.4;  60.0;eor
       2306;1978022721;    5;    4.8;  93.0;eor
       2306;1978022807;    5;    6.4;  92.0;eor
       2306;1978022814;    5;   10.5;  71.0;eor
       2306;1978022821;    5;    2.6;  97.0;eor
       2306;1978030107;    5;    3.0; 100.0;eor
       2306;1978030114;    5;    2.5; 100.0;eor
       2306;1978030121;    5;    2.1; 100.0;eor
       2306;1978030207;    5;    1.3;  98.0;eor
       2306;1978030214;    5;    5.2; 100.0;eor
       2306;1978030221;    5;    5.6; 100.0;eor
       2306;1978030307;    5;    3.8; 100.0;eor
       2306;1978030314;    5;    8.7;  91.0;eor
       2306;1978030321;    5;    7.2;  97.0;eor
       2306;1978030407;    5;    5.7;  92.0;eor
       2306;1978030414;    5;    6.6;  92.0;eor
       2306;1978030421;    5;    5.4; 100.0;eor
       2306;1978030507;    5;    3.0;  95.0;eor
       2306;1978030514;    5;    4.2;  84.0;eor
       2306;1978030521;    5;    1.5;  88.0;eor
       2306;1978030607;    5;    1.9;  66.0;eor
       2306;1978030614;    5;    5.4;  55.0;eor
       2306;1978030621;    5;    1.0;  71.0;eor
       2306;1978030707;    5;    1.7;  95.0;eor
       2306;1978030714;    5;    2.6;  95.0;eor
       2306;1978030721;    5;    3.6;  99.0;eor
       2306;1978030807;    5;    3.2; 100.0;eor
       2306;1978030814;    5;    5.2;  94.0;eor
       2306;1978030821;    5;    4.9;  99.0;eor
       2306;1978030907;    5;    3.2;  88.0;eor
       2306;1978030914;    5;    9.2;  56.0;eor
       2306;1978030921;    5;    4.3;  85.0;eor
       2306;1978031007;    5;    4.5;  90.0;eor
       2306;1978031014;    5;    9.6;  68.0;eor
       2306;1978031021;    5;    6.8;  96.0;eor
       2306;1978031107;    5;    3.4;  89.0;eor
       2306;1978031114;    5;    8.6;  66.0;eor
       2306;1978031121;    5;    0.4;  93.0;eor
       2306;1978031207;    5;    0.4;  91.0;eor
       2306;1978031214;    5;    9.2;  51.0;eor
       2306;1978031221;    5;    6.6;  63.0;eor
       2306;1978031307;    5;    6.2;  97.0;eor
       2306;1978031314;    5;    8.0;  67.0;eor
       2306;1978031321;    5;    4.2;  91.0;eor
       2306;1978031407;    5;    6.4;  95.0;eor
       2306;1978031414;    5;    7.5;  79.0;eor
       2306;1978031421;    5;    6.0;  89.0;eor
       2306;1978031507;    5;    6.2;  92.0;eor
       2306;1978031514;    5;    5.6;  92.0;eor
       2306;1978031521;    5;    5.2;  91.0;eor
       2306;1978031607;    5;    5.0;  90.0;eor
       2306;1978031614;    5;    7.2;  95.0;eor
       2306;1978031621;    5;    4.4;  74.0;eor
